Timestamp,X,Y,Z
3.842,-0.780,1.343,-0.670
3.953,-0.797,1.328,-0.822
4.055,-0.795,1.320,-0.913
4.168,-0.794,1.318,-1.026
4.279,-0.797,1.324,-1.116
4.392,-0.802,1.321,-1.177
4.502,-0.812,1.319,-1.215
4.613,-0.832,1.320,-1.239
4.725,-0.858,1.320,-1.255
4.836,-0.894,1.318,-1.266
4.948,-0.941,1.318,-1.273
5.059,-0.993,1.316,-1.277
5.170,-1.031,1.309,-1.287
5.282,-1.061,1.301,-1.311
5.393,-1.064,1.286,-1.342
5.505,-1.059,1.269,-1.376
5.616,-1.042,1.264,-1.411
5.727,-1.024,1.271,-1.439
5.838,-1.010,1.288,-1.458
5.949,-0.994,1.311,-1.470
6.061,-0.978,1.329,-1.476
6.172,-0.968,1.340,-1.476
6.283,-0.962,1.343,-1.475
6.394,-0.967,1.341,-1.472
6.505,-0.976,1.337,-1.465
6.617,-0.989,1.334,-1.451
6.728,-1.003,1.337,-1.433
6.839,-1.016,1.350,-1.415
6.951,-1.023,1.366,-1.401
7.063,-1.026,1.383,-1.396
7.175,-1.026,1.394,-1.393
7.287,-1.017,1.400,-1.387
7.398,-1.006,1.401,-1.388
7.509,-0.989,1.402,-1.392
7.620,-0.971,1.403,-1.398
7.732,-0.954,1.399,-1.402
7.843,-0.936,1.395,-1.409
7.952,-0.923,1.395,-1.412
8.064,-0.916,1.394,-1.416
8.175,-0.912,1.392,-1.410
8.286,-0.912,1.393,-1.403
8.397,-0.915,1.395,-1.395
8.508,-0.923,1.395,-1.386
8.619,-0.930,1.401,-1.380
8.731,-0.934,1.406,-1.372
8.841,-0.940,1.412,-1.369
8.953,-0.946,1.415,-1.368
9.064,-0.953,1.412,-1.368
9.175,-0.959,1.407,-1.369
9.286,-0.962,1.406,-1.365
9.398,-0.957,1.412,-1.363
9.508,-0.945,1.420,-1.370
9.619,-0.931,1.422,-1.376
9.730,-0.927,1.425,-1.376
9.841,-0.930,1.426,-1.378
9.952,-0.933,1.426,-1.382
10.063,-0.935,1.425,-1.385
10.175,-0.938,1.424,-1.388
10.286,-0.940,1.423,-1.392
10.398,-0.943,1.422,-1.395
10.508,-0.945,1.422,-1.399
10.619,-0.946,1.422,-1.400
10.731,-0.948,1.420,-1.402
10.842,-0.951,1.417,-1.403
10.953,-0.953,1.415,-1.403
