Timestamp,EventName,X,Y,Z
9.874,HMD_Tracking,-0.143,1.655,0.149
9.986,HMD_Tracking,-0.158,1.666,0.175
10.097,HMD_Tracking,-0.172,1.669,0.196
10.206,HMD_Tracking,-0.185,1.661,0.212
10.317,HMD_Tracking,-0.202,1.651,0.221
10.428,HMD_Tracking,-0.229,1.648,0.237
10.539,HMD_Tracking,-0.247,1.641,0.246
10.651,HMD_Tracking,-0.251,1.640,0.255
10.763,HMD_Tracking,-0.242,1.647,0.277
10.874,HMD_Tracking,-0.203,1.662,0.287
10.986,HMD_Tracking,-0.141,1.675,0.261
11.097,HMD_Tracking,-0.071,1.681,0.209
11.208,HMD_Tracking,0.005,1.681,0.143
11.320,HMD_Tracking,0.088,1.674,0.070
11.431,HMD_Tracking,0.175,1.663,-0.007
11.542,HMD_Tracking,0.249,1.660,-0.077
11.653,HMD_Tracking,0.296,1.662,-0.124
11.765,HMD_Tracking,0.322,1.662,-0.152
11.876,HMD_Tracking,0.327,1.656,-0.173
11.988,HMD_Tracking,0.327,1.651,-0.185
12.099,HMD_Tracking,0.325,1.649,-0.192
12.210,HMD_Tracking,0.328,1.645,-0.198
12.322,HMD_Tracking,0.335,1.642,-0.201
12.433,HMD_Tracking,0.340,1.634,-0.206
12.544,HMD_Tracking,0.343,1.628,-0.212
12.656,HMD_Tracking,0.346,1.625,-0.214
12.767,HMD_Tracking,0.345,1.623,-0.216
12.877,HMD_Tracking,0.343,1.625,-0.215
12.989,HMD_Tracking,0.341,1.627,-0.214
13.100,HMD_Tracking,0.339,1.628,-0.213
13.211,HMD_Tracking,0.338,1.628,-0.212
13.322,HMD_Tracking,0.336,1.628,-0.212
13.433,HMD_Tracking,0.334,1.630,-0.213
13.544,HMD_Tracking,0.331,1.632,-0.215
13.655,HMD_Tracking,0.327,1.633,-0.218
13.765,HMD_Tracking,0.324,1.635,-0.220
13.876,HMD_Tracking,0.322,1.636,-0.222
13.987,HMD_Tracking,0.322,1.635,-0.222
14.099,HMD_Tracking,0.322,1.634,-0.223
14.210,HMD_Tracking,0.322,1.634,-0.224
14.321,HMD_Tracking,0.322,1.636,-0.223
14.432,HMD_Tracking,0.323,1.639,-0.220
14.544,HMD_Tracking,0.331,1.640,-0.216
14.654,HMD_Tracking,0.342,1.636,-0.214
14.766,HMD_Tracking,0.346,1.628,-0.216
14.877,HMD_Tracking,0.343,1.622,-0.218
14.988,HMD_Tracking,0.333,1.615,-0.220
15.099,HMD_Tracking,0.326,1.612,-0.222
15.210,HMD_Tracking,0.327,1.614,-0.223
15.322,HMD_Tracking,0.326,1.616,-0.225
15.433,HMD_Tracking,0.322,1.617,-0.226
15.543,HMD_Tracking,0.320,1.619,-0.226
15.655,HMD_Tracking,0.320,1.622,-0.226
15.766,HMD_Tracking,0.312,1.620,-0.226
15.878,HMD_Tracking,0.306,1.615,-0.224
15.988,HMD_Tracking,0.308,1.615,-0.220
16.100,HMD_Tracking,0.308,1.614,-0.213
16.211,HMD_Tracking,0.302,1.605,-0.194
16.321,HMD_Tracking,0.300,1.607,-0.162
16.432,HMD_Tracking,0.290,1.619,-0.124
16.542,HMD_Tracking,0.269,1.632,-0.094
16.653,HMD_Tracking,0.247,1.644,-0.071
16.765,HMD_Tracking,0.217,1.651,-0.053
16.875,HMD_Tracking,0.190,1.656,-0.044
16.985,HMD_Tracking,0.174,1.658,-0.039
17.097,HMD_Tracking,0.161,1.660,-0.036
17.208,HMD_Tracking,0.156,1.661,-0.032
17.319,HMD_Tracking,0.155,1.662,-0.028
17.430,HMD_Tracking,0.156,1.663,-0.025
17.541,HMD_Tracking,0.159,1.663,-0.023
17.652,HMD_Tracking,0.164,1.661,-0.023
17.763,HMD_Tracking,0.178,1.656,-0.018
17.874,HMD_Tracking,0.206,1.644,-0.017
17.986,HMD_Tracking,0.233,1.634,-0.029
18.098,HMD_Tracking,0.252,1.627,-0.051
18.207,HMD_Tracking,0.270,1.628,-0.074
18.321,HMD_Tracking,0.293,1.635,-0.109
18.432,HMD_Tracking,0.305,1.652,-0.137
18.543,HMD_Tracking,0.309,1.664,-0.151
18.655,HMD_Tracking,0.304,1.663,-0.161
18.766,HMD_Tracking,0.301,1.661,-0.168
18.877,HMD_Tracking,0.302,1.664,-0.170
18.989,HMD_Tracking,0.302,1.663,-0.169
19.099,HMD_Tracking,0.303,1.661,-0.169
19.211,HMD_Tracking,0.306,1.660,-0.169
19.322,HMD_Tracking,0.308,1.659,-0.171
19.432,HMD_Tracking,0.310,1.657,-0.174
19.544,HMD_Tracking,0.312,1.656,-0.179
19.655,HMD_Tracking,0.314,1.655,-0.184
19.766,HMD_Tracking,0.315,1.653,-0.187
19.878,HMD_Tracking,0.316,1.652,-0.189
19.988,HMD_Tracking,0.317,1.651,-0.191
20.100,HMD_Tracking,0.316,1.650,-0.193
20.211,HMD_Tracking,0.315,1.650,-0.194
20.322,HMD_Tracking,0.313,1.650,-0.195
20.433,HMD_Tracking,0.312,1.649,-0.196
20.545,HMD_Tracking,0.311,1.649,-0.196
20.655,HMD_Tracking,0.311,1.648,-0.197
20.766,HMD_Tracking,0.309,1.647,-0.198
20.878,HMD_Tracking,0.309,1.647,-0.199
20.989,HMD_Tracking,0.308,1.648,-0.200
21.100,HMD_Tracking,0.309,1.651,-0.201
21.211,HMD_Tracking,0.308,1.654,-0.202
21.322,HMD_Tracking,0.306,1.653,-0.203
21.433,HMD_Tracking,0.305,1.651,-0.203
21.545,HMD_Tracking,0.301,1.649,-0.200
21.655,HMD_Tracking,0.291,1.641,-0.188
21.766,HMD_Tracking,0.273,1.637,-0.161
21.877,HMD_Tracking,0.257,1.643,-0.121
21.987,HMD_Tracking,0.224,1.657,-0.079
22.097,HMD_Tracking,0.180,1.671,-0.049
22.208,HMD_Tracking,0.142,1.679,-0.042
22.319,HMD_Tracking,0.122,1.680,-0.041
22.430,HMD_Tracking,0.114,1.678,-0.040
22.542,HMD_Tracking,0.115,1.678,-0.038
22.653,HMD_Tracking,0.119,1.680,-0.035
22.764,HMD_Tracking,0.126,1.684,-0.034
22.875,HMD_Tracking,0.133,1.687,-0.032
22.985,HMD_Tracking,0.141,1.687,-0.027
23.098,HMD_Tracking,0.151,1.688,-0.021
23.208,HMD_Tracking,0.163,1.691,-0.017
23.319,HMD_Tracking,0.174,1.694,-0.018
23.430,HMD_Tracking,0.179,1.697,-0.020
23.540,HMD_Tracking,0.183,1.696,-0.020
23.652,HMD_Tracking,0.189,1.694,-0.018
23.764,HMD_Tracking,0.195,1.692,-0.014
23.875,HMD_Tracking,0.197,1.692,-0.012
23.986,HMD_Tracking,0.198,1.691,-0.012
24.097,HMD_Tracking,0.198,1.690,-0.011
24.208,HMD_Tracking,0.198,1.690,-0.011
24.320,HMD_Tracking,0.197,1.691,-0.012
24.430,HMD_Tracking,0.194,1.692,-0.015
24.542,HMD_Tracking,0.191,1.693,-0.017
24.652,HMD_Tracking,0.190,1.694,-0.020
24.763,HMD_Tracking,0.190,1.694,-0.022
24.874,HMD_Tracking,0.189,1.694,-0.024
24.986,HMD_Tracking,0.189,1.694,-0.025
25.097,HMD_Tracking,0.188,1.694,-0.025
25.208,HMD_Tracking,0.186,1.695,-0.027
25.319,HMD_Tracking,0.186,1.696,-0.028
25.429,HMD_Tracking,0.187,1.697,-0.028
25.540,HMD_Tracking,0.188,1.697,-0.028
25.651,HMD_Tracking,0.189,1.696,-0.027
25.763,HMD_Tracking,0.189,1.697,-0.026
25.874,HMD_Tracking,0.188,1.697,-0.026
25.985,HMD_Tracking,0.187,1.696,-0.026
26.096,HMD_Tracking,0.185,1.696,-0.027
26.208,HMD_Tracking,0.183,1.695,-0.028
26.319,HMD_Tracking,0.183,1.694,-0.029
26.429,HMD_Tracking,0.181,1.693,-0.029
26.542,HMD_Tracking,0.179,1.691,-0.029
26.652,HMD_Tracking,0.175,1.691,-0.031
26.764,HMD_Tracking,0.172,1.691,-0.033
26.877,HMD_Tracking,0.171,1.690,-0.035
26.986,HMD_Tracking,0.170,1.689,-0.037
27.096,HMD_Tracking,0.169,1.689,-0.038
27.208,HMD_Tracking,0.168,1.688,-0.040
27.318,HMD_Tracking,0.168,1.688,-0.042
27.431,HMD_Tracking,0.166,1.688,-0.044
27.541,HMD_Tracking,0.164,1.685,-0.041
27.652,HMD_Tracking,0.167,1.675,-0.035
27.763,HMD_Tracking,0.186,1.662,-0.033
27.875,HMD_Tracking,0.205,1.653,-0.041
27.987,HMD_Tracking,0.211,1.646,-0.053
28.098,HMD_Tracking,0.208,1.641,-0.062
28.209,HMD_Tracking,0.205,1.643,-0.065
28.319,HMD_Tracking,0.209,1.646,-0.066
28.430,HMD_Tracking,0.218,1.647,-0.068
28.541,HMD_Tracking,0.224,1.649,-0.069
28.652,HMD_Tracking,0.227,1.649,-0.068
28.764,HMD_Tracking,0.230,1.648,-0.067
28.875,HMD_Tracking,0.232,1.648,-0.068
28.986,HMD_Tracking,0.231,1.647,-0.069
29.098,HMD_Tracking,0.228,1.649,-0.068
29.208,HMD_Tracking,0.225,1.648,-0.065
29.319,HMD_Tracking,0.226,1.649,-0.063
29.430,HMD_Tracking,0.226,1.650,-0.062
29.541,HMD_Tracking,0.223,1.650,-0.059
29.653,HMD_Tracking,0.219,1.650,-0.055
29.764,HMD_Tracking,0.215,1.650,-0.052
29.875,HMD_Tracking,0.212,1.650,-0.049
29.986,HMD_Tracking,0.212,1.650,-0.048
30.097,HMD_Tracking,0.211,1.650,-0.047
30.208,HMD_Tracking,0.209,1.651,-0.047
30.319,HMD_Tracking,0.207,1.652,-0.046
30.430,HMD_Tracking,0.204,1.655,-0.046
30.541,HMD_Tracking,-0.001,1.655,-0.001
30.653,HMD_Tracking,-0.001,1.654,-0.001
30.763,HMD_Tracking,-0.004,1.654,0.002
30.875,HMD_Tracking,-0.009,1.648,0.006
30.986,HMD_Tracking,-0.019,1.640,0.006
31.097,HMD_Tracking,-0.034,1.649,0.017
31.208,HMD_Tracking,-0.045,1.652,0.021
31.318,HMD_Tracking,-0.058,1.658,0.033
31.430,HMD_Tracking,-0.081,1.662,0.050
31.541,HMD_Tracking,-0.115,1.665,0.074
31.652,HMD_Tracking,-0.162,1.666,0.101
31.764,HMD_Tracking,-0.224,1.670,0.124
31.875,HMD_Tracking,-0.291,1.667,0.143
31.986,HMD_Tracking,-0.351,1.663,0.157
32.097,HMD_Tracking,-0.406,1.665,0.169
32.208,HMD_Tracking,-0.457,1.663,0.183
32.320,HMD_Tracking,-0.512,1.659,0.206
32.430,HMD_Tracking,-0.559,1.658,0.233
32.541,HMD_Tracking,-0.596,1.661,0.256
32.653,HMD_Tracking,-0.641,1.671,0.270
32.764,HMD_Tracking,-0.693,1.679,0.290
32.875,HMD_Tracking,-0.757,1.679,0.311
32.987,HMD_Tracking,-0.815,1.668,0.325
33.097,HMD_Tracking,-0.872,1.658,0.339
33.208,HMD_Tracking,-0.930,1.651,0.369
33.320,HMD_Tracking,-0.993,1.648,0.413
33.431,HMD_Tracking,-1.061,1.633,0.467
33.542,HMD_Tracking,-1.124,1.614,0.529
33.652,HMD_Tracking,-1.187,1.607,0.594
33.765,HMD_Tracking,-1.254,1.618,0.649
33.875,HMD_Tracking,-1.316,1.626,0.693
33.986,HMD_Tracking,-1.382,1.624,0.736
34.097,HMD_Tracking,-1.454,1.612,0.779
34.208,HMD_Tracking,-1.527,1.604,0.817
34.319,HMD_Tracking,-1.593,1.616,0.859
34.431,HMD_Tracking,-1.640,1.632,0.912
34.541,HMD_Tracking,-1.672,1.633,0.972
34.653,HMD_Tracking,-1.690,1.626,1.039
34.764,HMD_Tracking,-1.697,1.619,1.117
34.875,HMD_Tracking,-1.700,1.621,1.198
34.986,HMD_Tracking,-1.707,1.631,1.267
35.097,HMD_Tracking,-1.717,1.634,1.323
35.209,HMD_Tracking,-1.729,1.634,1.371
35.319,HMD_Tracking,-1.746,1.633,1.415
35.430,HMD_Tracking,-1.767,1.631,1.455
35.541,HMD_Tracking,-1.789,1.632,1.488
35.652,HMD_Tracking,-1.814,1.642,1.520
35.764,HMD_Tracking,-1.838,1.647,1.550
35.874,HMD_Tracking,-1.851,1.652,1.574
35.985,HMD_Tracking,-1.857,1.658,1.596
36.097,HMD_Tracking,-1.864,1.659,1.611
36.208,HMD_Tracking,-1.872,1.663,1.607
36.319,HMD_Tracking,-1.881,1.662,1.601
36.430,HMD_Tracking,-1.905,1.651,1.591
36.541,HMD_Tracking,-1.932,1.645,1.564
36.653,HMD_Tracking,-1.941,1.644,1.534
36.765,HMD_Tracking,-1.946,1.640,1.505
36.876,HMD_Tracking,-1.950,1.632,1.473
36.986,HMD_Tracking,-1.955,1.626,1.441
37.097,HMD_Tracking,-1.953,1.625,1.392
37.209,HMD_Tracking,-1.946,1.634,1.327
37.320,HMD_Tracking,-1.942,1.644,1.264
37.431,HMD_Tracking,-1.935,1.656,1.211
37.542,HMD_Tracking,-1.922,1.661,1.167
37.653,HMD_Tracking,-1.900,1.661,1.135
37.765,HMD_Tracking,-1.870,1.660,1.108
37.875,HMD_Tracking,-1.828,1.667,1.066
37.987,HMD_Tracking,-1.769,1.674,1.023
38.098,HMD_Tracking,-1.693,1.674,0.983
38.209,HMD_Tracking,-1.612,1.672,0.945
38.318,HMD_Tracking,-1.532,1.686,0.902
38.429,HMD_Tracking,-1.456,1.702,0.855
38.541,HMD_Tracking,-1.381,1.698,0.801
38.652,HMD_Tracking,-1.307,1.680,0.733
38.763,HMD_Tracking,-1.233,1.664,0.655
38.875,HMD_Tracking,-1.151,1.670,0.576
38.985,HMD_Tracking,-0.022,1.693,0.104
39.095,HMD_Tracking,-0.055,1.707,0.208
39.207,HMD_Tracking,-0.088,1.699,0.310
39.317,HMD_Tracking,-0.126,1.675,0.410
39.428,HMD_Tracking,-0.167,1.667,0.510
39.540,HMD_Tracking,-0.009,1.684,0.067
39.652,HMD_Tracking,-0.006,1.687,0.163
39.763,HMD_Tracking,0.004,1.667,0.251
39.873,HMD_Tracking,0.023,1.642,0.330
39.985,HMD_Tracking,0.045,1.642,0.411
40.096,HMD_Tracking,0.062,1.659,0.473
40.207,HMD_Tracking,0.077,1.669,0.524
40.320,HMD_Tracking,0.091,1.665,0.559
40.430,HMD_Tracking,0.088,1.654,0.579
40.542,HMD_Tracking,0.064,1.650,0.588
40.653,HMD_Tracking,0.040,1.655,0.586
40.764,HMD_Tracking,0.008,1.662,0.564
40.875,HMD_Tracking,-0.029,1.672,0.542
40.986,HMD_Tracking,-0.060,1.673,0.529
41.098,HMD_Tracking,-0.082,1.671,0.536
41.209,HMD_Tracking,-0.099,1.673,0.553
41.321,HMD_Tracking,-0.111,1.678,0.569
41.432,HMD_Tracking,-0.120,1.680,0.580
41.543,HMD_Tracking,-0.125,1.684,0.589
41.653,HMD_Tracking,-0.126,1.689,0.595
41.764,HMD_Tracking,-0.127,1.690,0.597
41.875,HMD_Tracking,-0.131,1.690,0.596
41.986,HMD_Tracking,-0.135,1.688,0.597
42.097,HMD_Tracking,-0.137,1.686,0.597
42.209,HMD_Tracking,-0.138,1.688,0.597
42.320,HMD_Tracking,-0.141,1.694,0.597
42.431,HMD_Tracking,-0.146,1.701,0.600
42.542,HMD_Tracking,-0.148,1.706,0.604
42.653,HMD_Tracking,-0.150,1.712,0.607
42.765,HMD_Tracking,-0.150,1.712,0.609
42.875,HMD_Tracking,-0.148,1.711,0.609
42.987,HMD_Tracking,-0.146,1.710,0.606
43.098,HMD_Tracking,-0.145,1.709,0.602
43.209,HMD_Tracking,-0.142,1.708,0.598
43.320,HMD_Tracking,-0.138,1.707,0.594
43.431,HMD_Tracking,-0.134,1.706,0.589
43.541,HMD_Tracking,-0.004,1.706,0.004
43.652,HMD_Tracking,-0.008,1.705,0.006
43.764,HMD_Tracking,-0.012,1.704,0.008
43.874,HMD_Tracking,-0.022,1.703,0.007
43.986,HMD_Tracking,-0.035,1.703,0.004
44.096,HMD_Tracking,-0.045,1.701,0.001
44.207,HMD_Tracking,-0.048,1.698,-0.001
44.319,HMD_Tracking,-0.047,1.694,-0.003
44.430,HMD_Tracking,-0.046,1.690,-0.004
44.541,HMD_Tracking,-0.044,1.692,-0.002
44.653,HMD_Tracking,-0.042,1.703,0.002
44.763,HMD_Tracking,-0.036,1.715,0.005
44.874,HMD_Tracking,-0.025,1.727,0.011
44.986,HMD_Tracking,-0.014,1.735,0.023
45.097,HMD_Tracking,-0.002,1.737,0.045
45.208,HMD_Tracking,0.008,1.735,0.077
45.319,HMD_Tracking,0.016,1.729,0.114
45.430,HMD_Tracking,0.021,1.723,0.155
45.541,HMD_Tracking,0.021,1.719,0.198
45.652,HMD_Tracking,0.015,1.714,0.238
45.763,HMD_Tracking,-0.002,1.712,0.277
45.875,HMD_Tracking,-0.032,1.718,0.317
45.985,HMD_Tracking,-0.082,1.718,0.353
46.096,HMD_Tracking,-0.141,1.723,0.401
46.208,HMD_Tracking,-0.196,1.737,0.466
46.319,HMD_Tracking,-0.242,1.741,0.542
46.430,HMD_Tracking,-0.279,1.734,0.626
46.541,HMD_Tracking,-0.303,1.714,0.708
46.652,HMD_Tracking,-0.317,1.695,0.789
46.764,HMD_Tracking,-0.338,1.689,0.867
46.875,HMD_Tracking,-0.358,1.691,0.942
46.986,HMD_Tracking,-0.378,1.680,1.015
47.097,HMD_Tracking,-0.408,1.657,1.096
47.208,HMD_Tracking,-0.450,1.639,1.178
47.319,HMD_Tracking,-0.498,1.649,1.259
47.430,HMD_Tracking,-0.535,1.663,1.333
47.541,HMD_Tracking,-0.566,1.662,1.408
47.652,HMD_Tracking,-0.592,1.654,1.483
47.766,HMD_Tracking,-0.604,1.644,1.560
47.875,HMD_Tracking,-0.617,1.646,1.639
47.986,HMD_Tracking,-0.631,1.654,1.699
48.095,HMD_Tracking,-0.651,1.663,1.749
48.208,HMD_Tracking,-0.675,1.662,1.795
48.318,HMD_Tracking,-0.706,1.662,1.839
48.430,HMD_Tracking,-0.750,1.670,1.879
48.541,HMD_Tracking,-0.796,1.675,1.912
48.652,HMD_Tracking,-0.846,1.680,1.941
48.763,HMD_Tracking,-0.893,1.673,1.966
48.874,HMD_Tracking,-0.946,1.666,1.993
48.986,HMD_Tracking,-1.005,1.659,2.022
49.097,HMD_Tracking,-1.065,1.652,2.046
49.208,HMD_Tracking,-1.115,1.650,2.067
49.319,HMD_Tracking,-1.161,1.661,2.086
49.430,HMD_Tracking,-1.205,1.673,2.092
49.541,HMD_Tracking,-1.249,1.678,2.089
49.652,HMD_Tracking,-1.286,1.676,2.078
49.764,HMD_Tracking,-1.318,1.678,2.062
49.875,HMD_Tracking,-1.344,1.680,2.053
49.986,HMD_Tracking,-1.361,1.678,2.052
50.096,HMD_Tracking,-1.369,1.676,2.057
50.208,HMD_Tracking,-1.373,1.677,2.068
50.319,HMD_Tracking,-1.371,1.677,2.080
50.430,HMD_Tracking,-1.368,1.678,2.090
50.541,HMD_Tracking,-1.366,1.678,2.096
50.652,HMD_Tracking,-1.363,1.677,2.099
50.762,HMD_Tracking,-1.358,1.678,2.102
50.873,HMD_Tracking,-1.352,1.680,2.103
50.985,HMD_Tracking,-1.348,1.683,2.081
51.096,HMD_Tracking,-1.340,1.685,2.078
51.207,HMD_Tracking,-1.333,1.686,2.097
51.318,HMD_Tracking,-1.329,1.688,2.104
51.430,HMD_Tracking,-1.327,1.688,2.100
51.540,HMD_Tracking,-1.324,1.690,2.096
51.651,HMD_Tracking,-1.319,1.689,2.095
51.762,HMD_Tracking,-1.313,1.689,2.093
51.872,HMD_Tracking,-1.309,1.688,2.090
51.984,HMD_Tracking,-1.306,1.688,2.087
52.095,HMD_Tracking,-1.303,1.687,2.085
52.206,HMD_Tracking,-1.303,1.687,2.083
52.317,HMD_Tracking,-1.303,1.686,2.080
52.428,HMD_Tracking,-1.304,1.686,2.077
52.539,HMD_Tracking,-1.305,1.686,2.075
52.651,HMD_Tracking,-1.305,1.686,2.074
52.762,HMD_Tracking,-1.306,1.685,2.078
52.874,HMD_Tracking,-1.305,1.684,2.082
52.985,HMD_Tracking,-1.305,1.684,2.087
53.096,HMD_Tracking,-1.304,1.683,2.092
53.206,HMD_Tracking,-1.302,1.684,2.099
53.318,HMD_Tracking,-1.300,1.686,2.108
53.429,HMD_Tracking,-1.296,1.687,2.119
53.540,HMD_Tracking,-1.290,1.689,2.128
53.651,HMD_Tracking,-1.280,1.694,2.141
53.761,HMD_Tracking,-1.270,1.696,2.149
53.872,HMD_Tracking,-1.266,1.696,2.152
53.983,HMD_Tracking,-1.265,1.696,2.153
54.094,HMD_Tracking,-1.266,1.695,2.153
54.206,HMD_Tracking,-1.269,1.694,2.153
54.317,HMD_Tracking,-1.272,1.693,2.154
54.428,HMD_Tracking,-1.273,1.694,2.154
54.539,HMD_Tracking,-1.275,1.693,2.154
54.651,HMD_Tracking,-1.277,1.693,2.153
54.762,HMD_Tracking,-1.278,1.693,2.151
54.872,HMD_Tracking,-1.279,1.693,2.149
54.978,HMD_Tracking,-1.280,1.693,2.147
55.089,HMD_Tracking,-1.281,1.693,2.145
55.202,HMD_Tracking,-1.282,1.693,2.143
55.311,HMD_Tracking,-1.282,1.693,2.143
55.415,HMD_Tracking,-1.282,1.692,2.142
55.515,HMD_Tracking,-1.282,1.692,2.142
55.624,HMD_Tracking,-1.283,1.691,2.141
55.731,HMD_Tracking,-1.285,1.690,2.139
55.849,HMD_Tracking,-1.288,1.690,2.134
55.959,HMD_Tracking,-1.291,1.690,2.130
56.072,HMD_Tracking,-1.294,1.689,2.125
56.184,HMD_Tracking,-1.296,1.688,2.120
56.296,HMD_Tracking,-1.297,1.687,2.117
56.407,HMD_Tracking,-1.296,1.688,2.117
56.517,HMD_Tracking,-1.294,1.688,2.120
56.627,HMD_Tracking,-1.292,1.689,2.124
56.739,HMD_Tracking,-1.289,1.690,2.128
56.853,HMD_Tracking,-1.287,1.690,2.132
56.967,HMD_Tracking,-1.285,1.690,2.135
57.075,HMD_Tracking,-1.284,1.691,2.137
57.186,HMD_Tracking,-1.284,1.691,2.138
57.298,HMD_Tracking,-1.284,1.690,2.139
57.407,HMD_Tracking,-1.284,1.689,2.139
57.519,HMD_Tracking,-1.284,1.689,2.138
57.630,HMD_Tracking,-1.283,1.689,2.137
57.754,HMD_Tracking,-1.282,1.690,2.136
57.865,HMD_Tracking,-1.281,1.689,2.135
57.966,HMD_Tracking,-1.282,1.690,2.132
58.079,HMD_Tracking,-1.284,1.692,2.125
58.191,HMD_Tracking,-1.287,1.693,2.117
58.305,HMD_Tracking,-1.289,1.695,2.111
58.416,HMD_Tracking,-1.292,1.696,2.107
58.526,HMD_Tracking,-1.293,1.696,2.105
58.638,HMD_Tracking,-1.293,1.693,2.106
58.749,HMD_Tracking,-1.290,1.693,2.110
58.861,HMD_Tracking,-1.284,1.692,2.120
58.972,HMD_Tracking,-1.279,1.689,2.135
59.083,HMD_Tracking,-1.274,1.682,2.148
59.195,HMD_Tracking,-1.266,1.676,2.156
59.306,HMD_Tracking,-1.254,1.671,2.161
59.417,HMD_Tracking,-1.242,1.665,2.165
59.529,HMD_Tracking,-1.232,1.654,2.163
59.640,HMD_Tracking,-1.215,1.645,2.153
59.750,HMD_Tracking,-1.198,1.650,2.139
59.862,HMD_Tracking,-1.175,1.651,2.121
59.972,HMD_Tracking,-1.147,1.654,2.096
60.083,HMD_Tracking,-1.119,1.660,2.075
60.193,HMD_Tracking,-1.086,1.677,2.056
60.304,HMD_Tracking,-1.052,1.687,2.029
60.415,HMD_Tracking,-1.029,1.698,2.013
60.526,HMD_Tracking,-1.014,1.697,2.002
60.637,HMD_Tracking,-1.010,1.684,1.996
60.748,HMD_Tracking,-1.012,1.681,1.999
60.860,HMD_Tracking,-1.016,1.682,2.010
60.969,HMD_Tracking,-1.021,1.681,2.020
61.081,HMD_Tracking,-1.025,1.676,2.024
61.193,HMD_Tracking,-1.029,1.659,2.029
61.304,HMD_Tracking,-1.033,1.651,2.040
61.415,HMD_Tracking,-1.032,1.652,2.051
61.526,HMD_Tracking,-1.020,1.656,2.065
61.637,HMD_Tracking,-0.998,1.664,2.078
61.748,HMD_Tracking,-0.967,1.671,2.088
61.860,HMD_Tracking,-0.931,1.675,2.088
61.971,HMD_Tracking,-0.908,1.676,2.080
62.082,HMD_Tracking,-0.896,1.678,2.071
62.193,HMD_Tracking,-0.889,1.681,2.068
62.304,HMD_Tracking,-0.883,1.683,2.067
62.414,HMD_Tracking,-0.881,1.685,2.064
62.526,HMD_Tracking,-0.883,1.687,2.059
62.636,HMD_Tracking,-0.887,1.688,2.055
62.747,HMD_Tracking,-0.892,1.691,2.052
62.859,HMD_Tracking,-0.896,1.694,2.048
62.969,HMD_Tracking,-0.895,1.694,2.040
63.081,HMD_Tracking,-0.895,1.694,2.035
63.192,HMD_Tracking,-0.895,1.692,2.034
63.304,HMD_Tracking,-0.892,1.688,2.039
63.415,HMD_Tracking,-0.888,1.687,2.043
63.525,HMD_Tracking,-0.885,1.685,2.047
63.637,HMD_Tracking,-0.884,1.682,2.047
63.748,HMD_Tracking,-0.885,1.680,2.045
