Timestamp,X,Y,Z
4.172,-0.446,1.319,0.662
4.273,-0.576,1.315,0.673
4.385,-0.630,1.318,0.673
4.498,-0.671,1.323,0.678
4.610,-0.703,1.323,0.688
4.720,-0.730,1.316,0.705
4.832,-0.750,1.307,0.729
4.943,-0.768,1.303,0.757
5.055,-0.783,1.295,0.788
5.166,-0.789,1.280,0.819
5.278,-0.782,1.266,0.857
5.388,-0.767,1.254,0.888
5.500,-0.761,1.258,0.909
5.611,-0.767,1.271,0.910
5.722,-0.789,1.294,0.889
5.833,-0.827,1.312,0.858
5.944,-0.867,1.323,0.828
6.055,-0.904,1.331,0.801
6.166,-0.940,1.340,0.775
6.279,-0.964,1.346,0.755
6.389,-0.976,1.356,0.743
6.500,-0.979,1.366,0.734
6.611,-0.971,1.369,0.727
6.723,-0.961,1.368,0.719
6.834,-0.949,1.367,0.713
6.945,-0.942,1.367,0.710
7.057,-0.937,1.364,0.713
7.168,-0.933,1.359,0.737
7.279,-0.923,1.349,0.782
7.389,-0.913,1.336,0.817
7.501,-0.912,1.324,0.842
7.612,-0.906,1.309,0.854
7.723,-0.890,1.296,0.861
7.835,-0.877,1.281,0.871
7.946,-0.868,1.282,0.887
8.058,-0.861,1.287,0.896
8.169,-0.858,1.287,0.894
8.280,-0.859,1.283,0.883
8.391,-0.865,1.286,0.866
8.503,-0.874,1.296,0.850
8.614,-0.883,1.300,0.840
8.725,-0.889,1.303,0.838
8.836,-0.889,1.302,0.841
8.947,-0.885,1.302,0.844
9.058,-0.880,1.303,0.848
9.170,-0.878,1.301,0.848
9.281,-0.882,1.297,0.847
9.392,-0.876,1.297,0.855
9.503,-0.876,1.304,0.861
9.614,-0.877,1.304,0.865
9.726,-0.873,1.303,0.865
9.837,-0.869,1.301,0.866
9.948,-0.869,1.303,0.864
10.060,-0.864,1.315,0.857
10.170,-0.851,1.326,0.842
10.282,-0.839,1.332,0.831
10.393,-0.836,1.336,0.828
10.504,-0.837,1.335,0.830
10.615,-0.841,1.332,0.834
10.726,-0.850,1.333,0.834
10.837,-0.861,1.335,0.833
10.947,-0.865,1.333,0.833
11.057,-0.870,1.331,0.834
11.167,-0.873,1.330,0.832
11.279,-0.872,1.331,0.830
11.390,-0.868,1.333,0.830
11.501,-0.865,1.333,0.831
11.612,-0.866,1.333,0.833
