Timestamp,X,Y,Z
3.945,-1.356,1.459,0.449
4.055,-1.358,1.458,0.431
4.166,-1.356,1.457,0.427
4.277,-1.355,1.455,0.424
4.388,-1.356,1.452,0.423
4.495,-1.357,1.450,0.425
4.606,-1.358,1.445,0.431
4.718,-1.359,1.438,0.494
4.829,-1.371,1.390,0.587
4.940,-1.368,1.287,0.631
5.051,-1.352,1.171,0.637
5.162,-1.341,1.088,0.642
5.273,-1.340,1.052,0.668
5.382,-1.352,1.053,0.721
5.494,-1.374,1.088,0.794
5.603,-1.413,1.153,0.862
5.704,-1.444,1.195,0.917
5.811,-1.475,1.212,0.969
5.922,-1.496,1.207,1.002
6.037,-1.502,1.195,1.021
6.146,-1.505,1.187,1.027
6.258,-1.510,1.189,1.022
6.370,-1.516,1.193,1.023
6.482,-1.524,1.195,1.027
6.592,-1.535,1.197,1.029
6.702,-1.544,1.206,1.035
6.814,-1.550,1.217,1.038
6.925,-1.555,1.224,1.040
7.037,-1.559,1.227,1.043
7.148,-1.561,1.227,1.045
7.259,-1.563,1.227,1.046
7.369,-1.559,1.230,1.042
7.480,-1.546,1.234,1.039
7.587,-1.534,1.251,1.041
7.699,-1.531,1.287,1.057
7.810,-1.539,1.322,1.081
7.920,-1.553,1.353,1.113
8.031,-1.566,1.386,1.155
8.145,-1.575,1.407,1.200
8.258,-1.576,1.413,1.240
8.369,-1.571,1.410,1.271
8.480,-1.566,1.404,1.292
8.591,-1.573,1.399,1.307
8.703,-1.597,1.398,1.319
8.814,-1.626,1.403,1.325
8.923,-1.650,1.416,1.321
9.036,-1.671,1.440,1.304
9.148,-1.689,1.459,1.288
9.259,-1.701,1.492,1.268
9.370,-1.711,1.522,1.246
9.482,-1.722,1.526,1.242
9.593,-1.734,1.511,1.271
9.705,-1.735,1.483,1.317
9.814,-1.720,1.459,1.352
9.924,-1.696,1.441,1.377
10.037,-1.672,1.433,1.393
10.149,-1.654,1.430,1.402
10.257,-1.644,1.431,1.403
10.370,-1.638,1.431,1.398
10.480,-1.636,1.433,1.393
10.593,-1.637,1.434,1.386
10.704,-1.638,1.436,1.378
10.812,-1.640,1.438,1.377
10.925,-1.642,1.437,1.379
11.036,-1.643,1.437,1.384
11.148,-1.643,1.434,1.390
11.260,-1.641,1.432,1.394
11.370,-1.639,1.432,1.397
11.482,-1.639,1.433,1.398
11.591,-1.639,1.433,1.398
11.703,-1.639,1.433,1.398
11.815,-1.640,1.433,1.399
11.926,-1.641,1.433,1.400
12.036,-1.643,1.433,1.401
12.149,-1.644,1.434,1.402
12.260,-1.644,1.433,1.403
12.371,-1.645,1.433,1.404
12.482,-1.645,1.437,1.402
12.594,-1.645,1.445,1.394
12.704,-1.645,1.458,1.379
12.816,-1.639,1.478,1.354
12.927,-1.632,1.494,1.324
13.038,-1.629,1.507,1.292
13.149,-1.631,1.518,1.264
13.260,-1.631,1.523,1.245
13.371,-1.632,1.524,1.231
13.483,-1.632,1.528,1.225
13.594,-1.631,1.526,1.220
13.705,-1.632,1.525,1.218
13.816,-1.633,1.525,1.216
13.927,-1.634,1.525,1.212
14.038,-1.634,1.526,1.211
14.149,-1.634,1.526,1.207
14.261,-1.633,1.525,1.207
14.371,-1.633,1.523,1.206
14.482,-1.633,1.522,1.207
14.594,-1.634,1.521,1.210
14.705,-1.636,1.520,1.213
14.816,-1.638,1.521,1.216
14.927,-1.641,1.524,1.219
15.038,-1.644,1.526,1.222
15.149,-1.645,1.525,1.224
15.261,-1.647,1.526,1.226
15.371,-1.647,1.525,1.227
15.483,-1.647,1.526,1.227
15.594,-1.647,1.526,1.227
15.704,-1.646,1.527,1.227
15.815,-1.648,1.526,1.227
15.927,-1.650,1.525,1.225
16.038,-1.651,1.525,1.224
16.149,-1.653,1.524,1.220
16.261,-1.657,1.522,1.216
16.371,-1.658,1.521,1.216
16.483,-1.652,1.518,1.217
16.594,-1.650,1.522,1.225
16.705,-1.649,1.524,1.230
16.816,-1.650,1.526,1.240
16.927,-1.651,1.528,1.249
17.038,-1.649,1.537,1.263
17.149,-1.643,1.549,1.294
17.261,-1.632,1.550,1.334
17.371,-1.625,1.541,1.361
17.483,-1.614,1.528,1.377
17.593,-1.608,1.520,1.387
17.705,-1.605,1.513,1.392
17.816,-1.602,1.508,1.396
17.927,-1.600,1.505,1.401
18.038,-1.598,1.502,1.404
18.149,-1.599,1.499,1.405
18.260,-1.600,1.498,1.406
18.371,-1.600,1.498,1.407
18.483,-1.596,1.490,1.411
18.594,-1.588,1.478,1.412
18.705,-1.577,1.466,1.410
18.817,-1.565,1.456,1.408
18.928,-1.556,1.448,1.407
19.038,-1.555,1.442,1.409
19.150,-1.553,1.438,1.413
19.261,-1.545,1.432,1.418
19.371,-1.532,1.425,1.424
19.483,-1.523,1.416,1.435
19.594,-1.508,1.402,1.451
19.706,-1.484,1.381,1.471
19.817,-1.453,1.355,1.489
19.928,-1.410,1.329,1.499
20.039,-1.360,1.306,1.494
20.150,-1.304,1.271,1.473
20.261,-1.251,1.208,1.450
20.372,-1.206,1.139,1.434
20.483,-1.176,1.092,1.417
20.594,-1.170,1.073,1.402
20.706,-1.165,1.067,1.391
20.816,-1.162,1.071,1.376
20.927,-1.166,1.081,1.366
21.039,-1.166,1.088,1.359
21.150,-1.165,1.091,1.356
21.261,-1.168,1.091,1.358
21.372,-1.174,1.079,1.364
21.483,-1.168,1.059,1.364
21.594,-1.157,1.043,1.360
21.705,-1.152,1.028,1.353
21.817,-1.150,1.017,1.346
21.928,-1.150,1.011,1.339
22.039,-1.150,0.999,1.331
22.150,-1.149,0.993,1.328
22.261,-1.148,0.987,1.325
22.372,-1.145,0.974,1.322
22.483,-1.144,0.963,1.322
22.594,-1.148,0.954,1.317
22.706,-1.147,0.952,1.314
22.817,-1.146,0.953,1.311
22.928,-1.142,0.952,1.308
23.039,-1.134,0.943,1.307
23.150,-1.128,0.936,1.305
23.261,-1.126,0.932,1.309
23.371,-1.127,0.929,1.306
23.483,-1.128,0.928,1.306
23.594,-1.130,0.929,1.304
23.705,-1.131,0.929,1.304
23.816,-1.133,0.929,1.303
23.927,-1.133,0.927,1.303
24.039,-1.133,0.928,1.303
24.150,-1.134,0.928,1.303
24.261,-1.135,0.928,1.304
24.372,-1.146,0.920,1.309
24.482,-1.168,0.904,1.314
24.594,-1.182,0.892,1.321
24.705,-1.187,0.903,1.328
24.816,-1.192,0.915,1.330
24.927,-1.193,0.922,1.324
25.038,-1.191,0.928,1.320
25.150,-1.185,0.927,1.318
25.261,-1.180,0.927,1.315
25.372,-1.178,0.927,1.315
25.483,-1.175,0.929,1.315
25.594,-1.174,0.934,1.315
25.706,-1.179,0.937,1.321
25.816,-1.187,0.943,1.326
25.928,-1.203,0.942,1.333
26.039,-1.216,0.949,1.340
26.150,-1.223,0.973,1.348
26.261,-1.239,1.012,1.359
26.372,-1.264,1.065,1.361
26.483,-1.277,1.102,1.360
26.594,-1.277,1.114,1.384
26.705,-1.305,1.134,1.430
26.818,-1.348,1.157,1.458
26.929,-1.388,1.165,1.462
27.040,-1.412,1.162,1.452
27.151,-1.429,1.162,1.441
27.263,-1.446,1.171,1.441
27.374,-1.471,1.187,1.441
27.485,-1.502,1.212,1.435
27.596,-1.535,1.243,1.427
27.706,-1.567,1.282,1.418
27.816,-1.599,1.320,1.400
27.926,-1.630,1.350,1.381
28.037,-1.650,1.375,1.362
28.149,-1.666,1.398,1.342
28.259,-1.684,1.424,1.321
28.371,-1.691,1.458,1.302
28.483,-1.695,1.482,1.279
28.593,-1.699,1.491,1.261
28.705,-1.700,1.490,1.252
28.815,-1.701,1.494,1.249
28.926,-1.700,1.494,1.248
29.038,-1.700,1.491,1.243
29.148,-1.702,1.485,1.239
29.260,-1.701,1.489,1.236
29.371,-1.700,1.495,1.233
29.482,-1.699,1.497,1.229
29.594,-1.698,1.498,1.227
29.705,-1.698,1.498,1.225
29.816,-1.699,1.501,1.222
29.927,-1.701,1.502,1.219
30.038,-1.703,1.505,1.223
30.149,-1.701,1.498,1.228
30.260,-1.698,1.496,1.234
30.371,-1.700,1.499,1.234
30.483,-1.701,1.498,1.237
30.594,-1.701,1.502,1.238
30.705,-1.701,1.513,1.240
30.815,-1.699,1.520,1.236
30.927,-1.698,1.520,1.235
31.038,-1.702,1.524,1.235
31.149,-1.704,1.524,1.233
31.260,-1.702,1.520,1.232
31.371,-1.703,1.524,1.231
31.483,-1.702,1.525,1.227
31.594,-1.703,1.526,1.225
31.704,-1.702,1.525,1.220
31.816,-1.704,1.525,1.217
31.927,-1.703,1.523,1.217
32.038,-1.705,1.523,1.216
32.149,-1.706,1.525,1.215
32.260,-1.705,1.525,1.215
32.371,-1.706,1.524,1.216
32.482,-1.707,1.524,1.217
32.593,-1.704,1.523,1.217
32.704,-1.705,1.525,1.217
32.815,-1.706,1.524,1.215
32.927,-1.706,1.527,1.217
33.038,-1.705,1.529,1.216
33.149,-1.704,1.531,1.217
33.260,-1.706,1.534,1.215
33.371,-1.705,1.542,1.212
33.482,-1.704,1.545,1.209
33.594,-1.701,1.541,1.209
33.704,-1.699,1.537,1.209
33.815,-1.701,1.535,1.209
33.927,-1.700,1.535,1.209
34.037,-1.702,1.536,1.209
34.148,-1.704,1.538,1.207
34.260,-1.709,1.544,1.203
34.370,-1.713,1.549,1.197
34.482,-1.711,1.548,1.191
34.593,-1.707,1.546,1.190
34.704,-1.703,1.547,1.192
34.815,-1.702,1.547,1.193
34.927,-1.702,1.544,1.195
35.037,-1.700,1.540,1.202
35.149,-1.697,1.535,1.211
35.260,-1.696,1.530,1.221
35.371,-1.697,1.524,1.226
35.482,-1.698,1.521,1.232
35.594,-1.699,1.518,1.236
35.705,-1.700,1.520,1.239
35.816,-1.701,1.519,1.239
35.927,-1.699,1.518,1.243
36.038,-1.699,1.517,1.243
36.149,-1.697,1.517,1.241
36.260,-1.696,1.517,1.239
36.371,-1.694,1.518,1.241
36.483,-1.692,1.517,1.241
36.594,-1.692,1.516,1.240
36.705,-1.692,1.519,1.240
36.816,-1.690,1.518,1.239
36.927,-1.689,1.517,1.239
37.038,-1.690,1.519,1.239
37.149,-1.691,1.519,1.237
37.261,-1.690,1.518,1.236
37.371,-1.692,1.520,1.236
37.482,-1.693,1.520,1.232
37.594,-1.692,1.520,1.232
37.705,-1.692,1.519,1.230
37.816,-1.693,1.519,1.228
37.927,-1.694,1.517,1.229
38.038,-1.695,1.518,1.230
38.149,-1.693,1.518,1.232
38.261,-1.693,1.519,1.232
38.372,-1.695,1.523,1.232
38.482,-1.697,1.522,1.233
38.595,-1.696,1.524,1.235
38.705,-1.695,1.524,1.235
38.816,-1.695,1.525,1.233
38.927,-1.694,1.526,1.233
39.038,-1.695,1.528,1.233
39.149,-1.699,1.533,1.231
39.261,-1.700,1.538,1.227
39.372,-1.701,1.541,1.224
39.483,-1.702,1.541,1.220
39.594,-1.703,1.541,1.217
39.705,-1.704,1.540,1.216
39.816,-1.704,1.542,1.215
39.927,-1.703,1.543,1.217
40.038,-1.702,1.540,1.219
40.149,-1.703,1.536,1.218
40.260,-1.703,1.536,1.220
40.372,-1.701,1.534,1.221
40.483,-1.699,1.535,1.223
40.593,-1.697,1.533,1.221
40.705,-1.697,1.535,1.219
40.816,-1.699,1.535,1.218
40.927,-1.695,1.531,1.221
41.038,-1.696,1.527,1.222
41.149,-1.696,1.526,1.224
41.260,-1.694,1.525,1.226
41.372,-1.695,1.525,1.228
41.483,-1.693,1.525,1.230
41.594,-1.693,1.523,1.230
41.705,-1.693,1.523,1.234
41.816,-1.694,1.519,1.236
41.927,-1.696,1.519,1.240
42.038,-1.696,1.517,1.244
42.149,-1.698,1.516,1.245
42.260,-1.697,1.514,1.251
42.371,-1.699,1.513,1.255
42.483,-1.703,1.512,1.259
42.594,-1.705,1.511,1.262
42.705,-1.706,1.512,1.264
42.816,-1.707,1.512,1.270
42.927,-1.708,1.511,1.275
43.038,-1.708,1.512,1.283
43.149,-1.707,1.513,1.286
43.261,-1.707,1.515,1.291
43.371,-1.709,1.510,1.293
43.483,-1.710,1.515,1.297
43.594,-1.708,1.513,1.295
43.704,-1.707,1.513,1.296
43.816,-1.707,1.514,1.296
43.927,-1.705,1.514,1.297
44.038,-1.702,1.513,1.297
44.149,-1.699,1.514,1.293
44.261,-1.696,1.516,1.289
44.371,-1.694,1.516,1.284
44.483,-1.691,1.515,1.280
44.594,-1.690,1.514,1.276
44.705,-1.693,1.514,1.272
44.816,-1.694,1.516,1.268
44.927,-1.690,1.514,1.263
45.038,-1.690,1.516,1.257
45.149,-1.689,1.515,1.251
45.260,-1.691,1.518,1.250
45.372,-1.693,1.521,1.248
45.482,-1.694,1.524,1.248
45.594,-1.694,1.528,1.247
45.705,-1.695,1.529,1.244
45.816,-1.695,1.531,1.245
45.927,-1.693,1.532,1.246
46.038,-1.691,1.533,1.247
46.149,-1.690,1.537,1.247
46.261,-1.691,1.542,1.244
46.372,-1.691,1.552,1.237
46.483,-1.692,1.558,1.227
46.594,-1.690,1.559,1.220
46.705,-1.687,1.560,1.216
46.816,-1.684,1.563,1.215
46.927,-1.682,1.564,1.214
47.038,-1.681,1.565,1.213
47.149,-1.679,1.569,1.215
47.260,-1.678,1.572,1.216
47.371,-1.676,1.567,1.215
47.482,-1.675,1.568,1.214
47.593,-1.677,1.565,1.213
47.705,-1.677,1.566,1.212
47.816,-1.678,1.566,1.211
47.927,-1.679,1.566,1.210
48.037,-1.679,1.565,1.210
48.149,-1.679,1.566,1.210
48.260,-1.678,1.566,1.209
48.371,-1.678,1.567,1.207
48.482,-1.677,1.566,1.206
48.593,-1.674,1.565,1.205
48.704,-1.670,1.565,1.204
48.816,-1.666,1.567,1.203
48.927,-1.662,1.570,1.201
49.038,-1.659,1.572,1.199
49.149,-1.660,1.573,1.199
49.260,-1.663,1.571,1.198
49.371,-1.674,1.567,1.201
49.482,-1.685,1.559,1.203
49.594,-1.686,1.558,1.206
49.704,-1.687,1.557,1.207
49.816,-1.688,1.557,1.209
49.927,-1.688,1.557,1.211
50.038,-1.688,1.557,1.214
50.149,-1.689,1.558,1.215
50.260,-1.689,1.558,1.217
50.371,-1.689,1.556,1.219
50.482,-1.689,1.557,1.221
50.593,-1.690,1.556,1.221
50.704,-1.689,1.554,1.222
50.816,-1.689,1.554,1.222
50.927,-1.689,1.554,1.222
51.037,-1.690,1.553,1.223
51.148,-1.698,1.546,1.226
51.260,-1.700,1.534,1.233
51.370,-1.699,1.522,1.240
51.482,-1.697,1.514,1.246
51.593,-1.696,1.514,1.249
51.704,-1.695,1.513,1.249
51.815,-1.692,1.508,1.247
51.926,-1.690,1.511,1.243
52.037,-1.687,1.513,1.241
52.149,-1.687,1.516,1.240
52.260,-1.686,1.520,1.240
52.371,-1.683,1.522,1.239
52.482,-1.684,1.524,1.237
52.594,-1.687,1.530,1.235
52.704,-1.688,1.533,1.235
52.815,-1.689,1.530,1.244
52.927,-1.687,1.527,1.250
53.038,-1.688,1.525,1.252
53.149,-1.688,1.522,1.254
53.260,-1.689,1.521,1.254
53.371,-1.690,1.521,1.253
53.482,-1.693,1.523,1.251
53.594,-1.695,1.524,1.251
53.705,-1.695,1.524,1.249
53.816,-1.696,1.527,1.247
53.926,-1.695,1.535,1.241
54.038,-1.697,1.545,1.232
54.149,-1.698,1.555,1.221
54.260,-1.699,1.558,1.211
54.371,-1.698,1.559,1.209
54.483,-1.694,1.559,1.216
54.594,-1.692,1.557,1.219
54.705,-1.691,1.559,1.221
54.816,-1.687,1.559,1.222
54.927,-1.685,1.559,1.223
55.038,-1.682,1.558,1.224
55.149,-1.681,1.557,1.225
55.260,-1.686,1.555,1.228
55.371,-1.695,1.550,1.232
55.483,-1.702,1.546,1.237
55.594,-1.708,1.544,1.245
55.704,-1.712,1.542,1.249
55.816,-1.714,1.543,1.248
55.927,-1.715,1.544,1.246
56.038,-1.717,1.545,1.245
56.149,-1.720,1.545,1.244
56.260,-1.721,1.550,1.250
56.371,-1.721,1.552,1.255
56.482,-1.722,1.556,1.256
56.593,-1.726,1.565,1.250
56.704,-1.732,1.567,1.238
56.815,-1.736,1.574,1.220
56.926,-1.743,1.578,1.195
57.038,-1.745,1.580,1.173
57.149,-1.743,1.579,1.160
57.260,-1.742,1.576,1.153
57.371,-1.737,1.572,1.162
57.482,-1.716,1.559,1.194
57.593,-1.687,1.555,1.209
57.705,-1.680,1.555,1.203
57.816,-1.692,1.552,1.190
57.927,-1.735,1.541,1.152
58.037,-1.767,1.528,1.094
58.149,-1.776,1.520,1.051
58.261,-1.777,1.515,1.020
58.372,-1.773,1.510,0.994
58.483,-1.766,1.495,0.971
58.594,-1.760,1.469,0.955
58.705,-1.752,1.461,0.941
58.816,-1.738,1.459,0.931
58.927,-1.723,1.457,0.924
59.038,-1.708,1.453,0.916
59.149,-1.691,1.446,0.908
59.260,-1.665,1.438,0.908
59.372,-1.636,1.430,0.916
59.483,-1.612,1.424,0.928
59.594,-1.590,1.420,0.941
59.705,-1.569,1.418,0.950
59.816,-1.544,1.411,0.955
59.927,-1.530,1.407,0.958
60.038,-1.529,1.407,0.966
60.149,-1.530,1.407,0.977
60.261,-1.527,1.405,0.985
60.372,-1.519,1.404,0.986
60.483,-1.511,1.404,0.981
60.594,-1.489,1.411,0.962
60.705,-1.444,1.432,0.944
60.816,-1.398,1.455,0.933
60.928,-1.360,1.470,0.921
61.039,-1.330,1.481,0.904
61.149,-1.305,1.487,0.886
61.259,-1.283,1.489,0.880
61.371,-1.272,1.493,0.882
61.482,-1.268,1.497,0.882
61.593,-1.268,1.498,0.876
61.704,-1.272,1.501,0.863
61.816,-1.279,1.502,0.844
61.928,-1.279,1.492,0.822
62.038,-1.275,1.457,0.805
62.149,-1.270,1.424,0.798
62.260,-1.254,1.430,0.801
62.371,-1.255,1.449,0.804
62.483,-1.268,1.460,0.802
62.594,-1.279,1.470,0.780
62.705,-1.292,1.473,0.753
62.816,-1.300,1.479,0.739
62.928,-1.310,1.482,0.723
63.038,-1.319,1.485,0.712
63.150,-1.320,1.487,0.710
63.261,-1.311,1.493,0.720
63.372,-1.298,1.502,0.743
63.483,-1.291,1.514,0.773
63.594,-1.292,1.523,0.797
63.705,-1.295,1.532,0.812
63.816,-1.299,1.533,0.825
63.928,-1.303,1.526,0.843
64.039,-1.306,1.506,0.868
64.164,-1.308,1.494,0.898
64.274,-1.319,1.483,0.933
64.384,-1.334,1.477,0.957
