Timestamp,X,Y,Z
3.754,0.044,1.712,-0.108
3.862,0.047,1.711,-0.112
3.965,0.047,1.711,-0.113
4.079,0.047,1.710,-0.113
4.190,0.047,1.707,-0.113
4.302,0.045,1.703,-0.110
4.412,0.040,1.694,-0.103
4.523,0.033,1.682,-0.093
4.635,0.026,1.671,-0.081
4.747,0.022,1.661,-0.066
4.857,0.022,1.650,-0.045
4.968,0.029,1.641,-0.017
5.080,0.044,1.641,0.013
5.191,0.065,1.643,0.042
5.302,0.088,1.642,0.071
5.414,0.112,1.641,0.103
5.524,0.129,1.636,0.133
5.636,0.139,1.626,0.164
5.747,0.142,1.613,0.204
5.858,0.141,1.575,0.263
5.969,0.136,1.486,0.337
6.080,0.125,1.356,0.414
6.192,0.105,1.218,0.474
6.303,0.086,1.107,0.516
6.415,0.075,1.037,0.537
6.525,0.070,1.002,0.547
6.636,0.066,0.981,0.551
6.748,0.064,0.970,0.555
6.859,0.067,0.968,0.557
6.970,0.071,0.969,0.560
7.081,0.075,0.968,0.564
7.192,0.079,0.966,0.567
7.304,0.081,0.965,0.568
7.415,0.081,0.964,0.570
7.526,0.079,0.964,0.572
7.638,0.075,0.964,0.575
7.749,0.071,0.964,0.576
7.860,0.063,0.970,0.577
7.972,0.050,1.003,0.580
8.083,0.047,1.071,0.576
8.194,0.062,1.170,0.550
8.306,0.087,1.295,0.501
8.417,0.116,1.430,0.438
8.527,0.144,1.543,0.376
8.639,0.164,1.615,0.316
8.750,0.172,1.655,0.261
8.861,0.163,1.679,0.216
8.972,0.141,1.695,0.171
9.083,0.108,1.704,0.131
9.194,0.068,1.703,0.100
9.306,0.038,1.700,0.077
9.417,0.019,1.705,0.065
9.528,0.007,1.705,0.057
9.639,0.001,1.703,0.050
9.750,-0.002,1.705,0.046
9.861,-0.003,1.705,0.041
9.973,-0.002,1.706,0.039
10.083,-0.001,1.706,0.039
10.195,-0.002,1.707,0.040
10.306,-0.002,1.710,0.042
10.417,0.000,1.710,0.042
10.529,0.001,1.709,0.042
10.640,0.003,1.709,0.042
10.751,0.006,1.708,0.041
10.862,0.010,1.708,0.040
10.974,0.016,1.707,0.039
11.086,0.021,1.707,0.037
11.196,0.025,1.707,0.035
11.307,0.029,1.707,0.033
11.419,0.032,1.708,0.032
11.530,0.036,1.708,0.031
11.641,0.039,1.707,0.031
11.752,0.043,1.706,0.030
11.863,0.044,1.706,0.030
11.974,0.046,1.705,0.031
12.085,0.002,1.704,0.002
12.196,0.004,1.703,0.004
12.307,0.005,1.700,0.007
12.419,0.006,1.690,0.013
12.530,0.003,1.675,0.020
12.641,-0.002,1.660,0.029
12.753,-0.006,1.649,0.038
12.863,-0.008,1.642,0.046
12.975,-0.012,1.639,0.051
13.086,-0.014,1.639,0.054
13.197,-0.017,1.639,0.056
13.308,-0.020,1.641,0.058
13.419,-0.024,1.642,0.059
13.530,-0.028,1.642,0.061
13.641,-0.031,1.641,0.062
13.752,-0.036,1.645,0.064
13.863,-0.044,1.657,0.061
13.974,-0.051,1.669,0.056
14.086,-0.058,1.681,0.050
14.197,-0.068,1.693,0.042
14.308,-0.077,1.700,0.034
14.419,-0.081,1.708,0.027
14.530,-0.078,1.721,0.023
14.641,-0.070,1.734,0.022
14.753,-0.066,1.741,0.021
14.863,-0.066,1.740,0.024
14.974,-0.067,1.740,0.027
15.086,-0.066,1.733,0.031
15.197,-0.063,1.734,0.035
15.307,-0.059,1.730,0.039
15.419,-0.056,1.726,0.040
15.530,-0.054,1.732,0.044
15.641,-0.048,1.732,0.041
15.752,-0.041,1.733,0.039
15.864,-0.034,1.725,0.038
15.974,-0.029,1.723,0.038
16.086,-0.027,1.722,0.038
16.197,-0.026,1.721,0.036
16.308,-0.025,1.721,0.034
16.419,-0.023,1.722,0.032
16.531,-0.022,1.722,0.028
16.642,-0.020,1.723,0.026
16.753,-0.019,1.722,0.025
16.864,-0.018,1.722,0.025
16.974,-0.017,1.721,0.024
17.086,-0.015,1.722,0.023
17.197,-0.013,1.722,0.022
17.308,-0.011,1.722,0.021
17.419,-0.009,1.721,0.019
17.530,-0.006,1.719,0.018
17.640,-0.004,1.717,0.017
17.751,-0.002,1.716,0.017
17.862,0.000,1.715,0.015
17.973,0.002,1.714,0.014
18.085,0.004,1.713,0.014
18.196,0.006,1.712,0.014
18.307,0.007,1.711,0.014
18.418,0.009,1.710,0.014
18.530,0.010,1.710,0.016
18.641,0.012,1.709,0.019
18.752,0.013,1.708,0.022
18.863,0.016,1.707,0.024
18.974,0.019,1.705,0.026
19.085,0.021,1.704,0.029
19.197,0.022,1.700,0.033
19.308,0.025,1.694,0.039
19.419,0.029,1.686,0.048
19.530,0.030,1.677,0.053
19.641,0.032,1.674,0.058
19.752,0.035,1.672,0.063
19.864,0.038,1.671,0.071
19.975,0.040,1.672,0.083
20.086,0.031,1.679,0.101
20.198,0.012,1.691,0.117
20.308,0.003,1.700,0.129
20.419,0.005,1.706,0.140
20.530,0.017,1.704,0.154
20.642,0.027,1.696,0.171
20.753,0.028,1.691,0.190
20.865,0.020,1.685,0.216
20.975,0.000,1.675,0.249
21.086,-0.033,1.665,0.290
21.197,-0.078,1.654,0.337
21.309,-0.132,1.655,0.390
21.420,-0.182,1.662,0.436
21.530,-0.224,1.664,0.481
21.641,-0.256,1.664,0.524
21.752,-0.285,1.662,0.569
21.863,-0.306,1.655,0.617
21.975,-0.318,1.647,0.668
22.086,-0.329,1.650,0.727
22.197,-0.336,1.654,0.787
22.308,-0.346,1.655,0.841
22.419,-0.360,1.656,0.892
22.530,-0.381,1.652,0.943
22.641,-0.411,1.646,0.997
22.752,-0.448,1.637,1.054
22.863,-0.491,1.634,1.114
22.975,-0.530,1.642,1.174
23.086,-0.555,1.650,1.235
23.198,-0.568,1.653,1.293
23.308,-0.575,1.650,1.353
23.420,-0.571,1.643,1.411
23.532,-0.567,1.648,1.469
23.643,-0.566,1.660,1.517
23.754,-0.569,1.670,1.553
23.865,-0.580,1.677,1.582
23.976,-0.598,1.678,1.607
24.088,-0.618,1.674,1.626
24.199,-0.631,1.678,1.641
24.310,-0.631,1.687,1.658
24.421,-0.617,1.695,1.668
24.533,-0.592,1.695,1.658
24.645,-0.559,1.689,1.623
24.756,-0.518,1.687,1.566
24.867,-0.470,1.686,1.491
24.978,-0.418,1.675,1.399
25.088,-0.371,1.666,1.309
25.199,-0.328,1.674,1.241
25.309,-0.280,1.681,1.194
25.421,-0.227,1.676,1.160
25.532,-0.171,1.662,1.142
25.643,-0.109,1.643,1.142
25.754,-0.045,1.639,1.147
25.865,0.012,1.642,1.144
25.976,0.062,1.635,1.140
26.087,0.099,1.614,1.134
26.198,0.126,1.599,1.121
26.308,0.142,1.599,1.097
26.420,0.153,1.614,1.067
26.531,0.157,1.631,1.039
26.642,0.155,1.643,1.019
26.753,0.155,1.645,1.003
26.864,0.158,1.646,0.995
26.975,0.164,1.648,0.988
27.086,0.169,1.651,0.984
27.198,0.176,1.652,0.985
27.309,0.188,1.646,0.992
27.420,0.201,1.640,1.000
27.531,0.209,1.636,1.010
27.642,0.216,1.629,1.019
27.753,0.218,1.625,1.026
27.864,0.217,1.624,1.031
27.976,0.215,1.627,1.031
28.086,0.213,1.631,1.029
28.197,0.212,1.634,1.024
28.308,0.210,1.637,1.016
28.419,0.209,1.638,1.008
28.531,0.209,1.640,1.000
28.642,0.208,1.642,0.992
28.753,0.207,1.644,0.983
28.865,0.205,1.645,0.976
28.975,0.201,1.647,0.972
29.086,0.192,1.651,0.972
29.196,0.182,1.649,0.979
29.308,0.169,1.642,0.993
29.419,0.151,1.635,1.020
29.530,0.127,1.625,1.065
29.641,0.097,1.609,1.123
29.752,0.064,1.595,1.194
29.863,0.031,1.592,1.266
29.974,0.006,1.603,1.324
30.085,-0.006,1.617,1.372
30.196,-0.008,1.629,1.414
30.307,-0.004,1.630,1.460
30.419,0.010,1.597,1.516
