Timestamp,X,Y,Z
4.173,-0.649,2.249,-0.392
4.286,-0.656,2.253,-0.395
4.398,-0.660,2.254,-0.398
4.508,-0.664,2.255,-0.401
4.620,-0.666,2.258,-0.403
4.727,-0.668,2.265,-0.404
4.838,-0.674,2.273,-0.407
4.949,-0.681,2.280,-0.412
5.061,-0.688,2.285,-0.419
5.172,-0.692,2.291,-0.425
5.283,-0.697,2.292,-0.426
5.395,-0.701,2.289,-0.425
5.508,-0.701,2.288,-0.425
5.616,-0.698,2.286,-0.427
5.728,-0.694,2.286,-0.428
5.839,-0.687,2.287,-0.427
5.950,-0.676,2.284,-0.423
6.061,-0.665,2.285,-0.417
6.172,-0.656,2.283,-0.421
6.284,-0.650,2.281,-0.430
6.395,-0.643,2.283,-0.434
6.506,-0.636,2.285,-0.428
6.616,-0.635,2.288,-0.419
6.726,-0.637,2.289,-0.410
6.839,-0.639,2.289,-0.406
6.949,-0.640,2.290,-0.406
7.061,-0.642,2.291,-0.408
7.171,-0.641,2.292,-0.412
7.282,-0.642,2.293,-0.416
7.393,-0.642,2.294,-0.419
7.504,-0.643,2.294,-0.421
7.616,-0.644,2.295,-0.422
7.727,-0.646,2.295,-0.422
7.838,-0.648,2.294,-0.422
7.949,-0.648,2.294,-0.423
8.061,-0.649,2.294,-0.424
8.172,-0.001,2.294,-0.001
8.282,-0.001,2.294,-0.001
8.394,-0.002,2.292,0.000
8.505,-0.004,2.286,0.004
8.616,-0.008,2.270,0.013
8.727,-0.015,2.249,0.023
8.839,-0.022,2.229,0.033
8.949,-0.028,2.219,0.040
9.061,-0.031,2.215,0.044
9.172,-0.037,2.214,0.045
9.283,-0.046,2.212,0.043
9.394,-0.052,2.215,0.039
9.506,-0.057,2.223,0.035
9.616,-0.060,2.229,0.032
9.727,-0.057,2.233,0.031
9.839,-0.050,2.241,0.029
9.949,-0.041,2.249,0.024
10.060,-0.034,2.255,0.019
10.172,-0.027,2.258,0.015
10.283,-0.022,2.260,0.012
10.394,-0.017,2.260,0.010
10.505,-0.015,2.260,0.009
10.616,-0.016,2.260,0.009
10.727,-0.018,2.260,0.008
10.839,-0.023,2.261,0.008
10.950,-0.029,2.264,0.007
11.061,-0.032,2.267,0.003
11.172,-0.036,2.268,-0.001
11.283,-0.038,2.268,-0.005
11.394,-0.038,2.268,-0.008
11.505,-0.039,2.269,-0.010
11.616,-0.038,2.269,-0.011
11.727,-0.038,2.269,-0.011
11.838,-0.038,2.269,-0.012
11.948,-0.037,2.270,-0.012
12.060,-0.036,2.270,-0.013
12.172,-0.036,2.270,-0.014
12.282,-0.036,2.270,-0.015
