Timestamp,EventName,X,Y,Z
4.184,HMD_Tracking,-0.168,1.538,0.167
4.298,HMD_Tracking,-0.143,1.541,0.169
4.409,HMD_Tracking,-0.126,1.547,0.169
4.520,HMD_Tracking,-0.110,1.555,0.166
4.632,HMD_Tracking,-0.094,1.567,0.155
4.734,HMD_Tracking,-0.081,1.585,0.138
4.845,HMD_Tracking,-0.060,1.598,0.111
4.957,HMD_Tracking,-0.037,1.595,0.083
5.068,HMD_Tracking,-0.014,1.586,0.061
5.180,HMD_Tracking,0.003,1.587,0.052
5.293,HMD_Tracking,0.019,1.584,0.054
5.405,HMD_Tracking,0.028,1.586,0.062
5.516,HMD_Tracking,0.030,1.590,0.073
5.627,HMD_Tracking,0.026,1.597,0.083
5.738,HMD_Tracking,0.018,1.602,0.094
5.848,HMD_Tracking,0.011,1.602,0.106
5.960,HMD_Tracking,0.007,1.597,0.114
6.071,HMD_Tracking,0.005,1.595,0.120
6.183,HMD_Tracking,0.006,1.596,0.125
6.294,HMD_Tracking,0.006,1.597,0.125
6.405,HMD_Tracking,0.007,1.601,0.124
6.512,HMD_Tracking,0.008,1.603,0.124
6.624,HMD_Tracking,0.009,1.602,0.128
6.733,HMD_Tracking,0.012,1.602,0.133
6.838,HMD_Tracking,0.019,1.601,0.137
6.950,HMD_Tracking,0.026,1.600,0.139
7.060,HMD_Tracking,0.032,1.605,0.139
7.170,HMD_Tracking,0.037,1.607,0.140
7.283,HMD_Tracking,0.040,1.605,0.138
7.399,HMD_Tracking,0.040,1.603,0.136
7.504,HMD_Tracking,0.039,1.605,0.134
7.614,HMD_Tracking,0.037,1.606,0.132
7.720,HMD_Tracking,0.037,1.603,0.134
7.832,HMD_Tracking,0.040,1.596,0.137
7.946,HMD_Tracking,0.047,1.589,0.137
8.057,HMD_Tracking,0.059,1.581,0.136
8.168,HMD_Tracking,0.068,1.575,0.138
8.280,HMD_Tracking,0.072,1.573,0.140
8.390,HMD_Tracking,0.073,1.572,0.142
8.502,HMD_Tracking,0.071,1.575,0.142
8.614,HMD_Tracking,0.069,1.581,0.137
8.725,HMD_Tracking,0.066,1.592,0.129
8.835,HMD_Tracking,0.063,1.609,0.118
8.946,HMD_Tracking,0.057,1.620,0.111
9.057,HMD_Tracking,0.048,1.621,0.107
9.169,HMD_Tracking,0.036,1.616,0.106
9.280,HMD_Tracking,0.023,1.611,0.104
9.391,HMD_Tracking,0.006,1.609,0.101
9.503,HMD_Tracking,-0.006,1.606,0.096
9.613,HMD_Tracking,-0.007,1.602,0.092
9.725,HMD_Tracking,-0.005,1.601,0.090
9.836,HMD_Tracking,-0.002,1.605,0.089
9.947,HMD_Tracking,0.007,1.605,0.085
10.058,HMD_Tracking,0.018,1.596,0.083
10.170,HMD_Tracking,0.027,1.589,0.080
10.280,HMD_Tracking,0.035,1.589,0.078
10.391,HMD_Tracking,0.038,1.590,0.077
10.502,HMD_Tracking,0.039,1.589,0.075
10.613,HMD_Tracking,0.037,1.593,0.076
10.724,HMD_Tracking,0.038,1.595,0.079
10.835,HMD_Tracking,0.038,1.595,0.082
10.946,HMD_Tracking,0.037,1.595,0.083
11.057,HMD_Tracking,0.037,1.595,0.084
11.169,HMD_Tracking,0.038,1.595,0.084
11.280,HMD_Tracking,0.039,1.595,0.083
11.390,HMD_Tracking,-0.002,1.594,0.002
11.501,HMD_Tracking,-0.006,1.593,0.004
11.612,HMD_Tracking,-0.016,1.591,0.008
11.724,HMD_Tracking,-0.034,1.588,0.010
11.834,HMD_Tracking,-0.054,1.587,0.008
11.946,HMD_Tracking,-0.068,1.586,0.008
12.057,HMD_Tracking,-0.079,1.585,0.019
12.168,HMD_Tracking,-0.095,1.598,0.042
12.280,HMD_Tracking,-0.106,1.603,0.063
12.390,HMD_Tracking,-0.120,1.603,0.092
12.501,HMD_Tracking,-0.137,1.601,0.129
12.612,HMD_Tracking,-0.155,1.604,0.175
12.724,HMD_Tracking,-0.173,1.612,0.227
12.835,HMD_Tracking,-0.191,1.608,0.279
12.947,HMD_Tracking,-0.216,1.592,0.334
13.058,HMD_Tracking,-0.256,1.574,0.402
13.169,HMD_Tracking,-0.315,1.549,0.481
13.279,HMD_Tracking,-0.389,1.522,0.567
13.386,HMD_Tracking,-0.475,1.526,0.658
13.497,HMD_Tracking,-0.546,1.550,0.744
13.609,HMD_Tracking,-0.598,1.571,0.824
13.721,HMD_Tracking,-0.652,1.571,0.900
13.832,HMD_Tracking,-0.687,1.555,0.970
13.943,HMD_Tracking,-0.728,1.559,1.029
14.055,HMD_Tracking,-0.772,1.578,1.059
14.166,HMD_Tracking,-0.802,1.583,1.056
14.277,HMD_Tracking,-0.810,1.593,1.016
14.390,HMD_Tracking,-0.769,1.603,0.967
14.501,HMD_Tracking,-0.711,1.612,0.907
14.613,HMD_Tracking,-0.643,1.623,0.831
14.724,HMD_Tracking,-0.561,1.621,0.750
14.835,HMD_Tracking,-0.490,1.629,0.675
14.947,HMD_Tracking,-0.424,1.653,0.602
15.058,HMD_Tracking,-0.372,1.658,0.532
15.169,HMD_Tracking,-0.324,1.651,0.457
15.281,HMD_Tracking,-0.281,1.637,0.374
15.392,HMD_Tracking,-0.239,1.618,0.282
15.503,HMD_Tracking,-0.203,1.622,0.179
15.614,HMD_Tracking,-0.159,1.644,0.091
15.726,HMD_Tracking,-0.105,1.651,0.021
15.837,HMD_Tracking,-0.044,1.643,-0.044
15.948,HMD_Tracking,0.029,1.628,-0.105
16.059,HMD_Tracking,0.115,1.620,-0.166
16.173,HMD_Tracking,0.199,1.639,-0.233
16.284,HMD_Tracking,0.266,1.649,-0.291
16.396,HMD_Tracking,0.314,1.640,-0.335
16.507,HMD_Tracking,0.343,1.630,-0.362
16.618,HMD_Tracking,0.363,1.627,-0.380
16.729,HMD_Tracking,0.377,1.622,-0.386
16.840,HMD_Tracking,0.386,1.620,-0.390
16.951,HMD_Tracking,0.392,1.618,-0.393
17.063,HMD_Tracking,0.398,1.617,-0.393
17.174,HMD_Tracking,0.403,1.616,-0.392
17.285,HMD_Tracking,0.408,1.613,-0.391
17.396,HMD_Tracking,0.412,1.609,-0.389
17.507,HMD_Tracking,0.416,1.606,-0.389
17.618,HMD_Tracking,0.418,1.606,-0.388
17.729,HMD_Tracking,0.419,1.608,-0.388
17.840,HMD_Tracking,0.420,1.611,-0.386
17.951,HMD_Tracking,0.422,1.613,-0.383
18.063,HMD_Tracking,0.422,1.615,-0.380
18.174,HMD_Tracking,0.419,1.615,-0.380
18.285,HMD_Tracking,0.414,1.614,-0.384
18.396,HMD_Tracking,0.409,1.611,-0.388
18.507,HMD_Tracking,0.402,1.607,-0.392
18.618,HMD_Tracking,0.387,1.606,-0.392
18.729,HMD_Tracking,0.360,1.608,-0.381
18.840,HMD_Tracking,0.313,1.604,-0.358
18.951,HMD_Tracking,0.256,1.602,-0.320
19.062,HMD_Tracking,0.207,1.606,-0.280
19.173,HMD_Tracking,0.163,1.605,-0.237
19.283,HMD_Tracking,0.118,1.603,-0.194
19.394,HMD_Tracking,0.077,1.601,-0.151
19.504,HMD_Tracking,0.039,1.597,-0.109
19.614,HMD_Tracking,0.013,1.594,-0.071
19.724,HMD_Tracking,0.004,1.593,-0.043
19.835,HMD_Tracking,0.004,1.595,-0.023
19.946,HMD_Tracking,0.008,1.600,-0.004
20.058,HMD_Tracking,0.019,1.602,0.007
20.169,HMD_Tracking,0.026,1.601,0.011
20.280,HMD_Tracking,0.031,1.598,0.013
20.391,HMD_Tracking,0.032,1.596,0.021
20.501,HMD_Tracking,0.029,1.593,0.034
20.613,HMD_Tracking,0.024,1.595,0.053
20.724,HMD_Tracking,0.027,1.592,0.069
20.835,HMD_Tracking,0.023,1.593,0.088
20.946,HMD_Tracking,0.022,1.591,0.101
21.057,HMD_Tracking,0.023,1.588,0.105
21.168,HMD_Tracking,0.027,1.588,0.103
21.280,HMD_Tracking,0.030,1.588,0.095
21.391,HMD_Tracking,0.032,1.584,0.090
21.501,HMD_Tracking,0.034,1.584,0.086
21.612,HMD_Tracking,0.035,1.587,0.082
21.725,HMD_Tracking,0.035,1.587,0.073
21.835,HMD_Tracking,0.033,1.586,0.061
21.947,HMD_Tracking,0.029,1.589,0.051
22.058,HMD_Tracking,0.024,1.591,0.043
22.169,HMD_Tracking,0.017,1.591,0.038
22.279,HMD_Tracking,0.010,1.593,0.040
22.390,HMD_Tracking,0.004,1.597,0.052
22.501,HMD_Tracking,-0.001,1.601,0.068
22.612,HMD_Tracking,-0.007,1.605,0.073
22.723,HMD_Tracking,-0.011,1.609,0.070
22.834,HMD_Tracking,-0.013,1.611,0.067
22.946,HMD_Tracking,-0.013,1.612,0.070
23.057,HMD_Tracking,-0.011,1.612,0.079
23.168,HMD_Tracking,-0.012,1.611,0.086
23.279,HMD_Tracking,-0.020,1.610,0.074
23.391,HMD_Tracking,-0.030,1.613,0.035
23.503,HMD_Tracking,-0.028,1.622,-0.022
23.614,HMD_Tracking,-0.008,1.636,-0.086
23.726,HMD_Tracking,0.042,1.647,-0.151
23.827,HMD_Tracking,0.099,1.652,-0.196
23.938,HMD_Tracking,0.157,1.655,-0.237
24.048,HMD_Tracking,0.207,1.659,-0.274
24.160,HMD_Tracking,0.251,1.660,-0.303
24.271,HMD_Tracking,0.293,1.651,-0.328
24.382,HMD_Tracking,0.326,1.642,-0.348
24.494,HMD_Tracking,0.348,1.631,-0.362
24.605,HMD_Tracking,0.361,1.621,-0.376
24.715,HMD_Tracking,0.364,1.614,-0.385
24.827,HMD_Tracking,0.358,1.610,-0.390
24.938,HMD_Tracking,0.344,1.610,-0.387
25.049,HMD_Tracking,0.324,1.611,-0.376
25.160,HMD_Tracking,0.289,1.609,-0.356
25.271,HMD_Tracking,0.236,1.606,-0.320
25.381,HMD_Tracking,0.186,1.608,-0.279
25.492,HMD_Tracking,0.136,1.612,-0.231
25.602,HMD_Tracking,0.096,1.605,-0.168
25.712,HMD_Tracking,0.077,1.591,-0.107
25.822,HMD_Tracking,0.063,1.593,-0.046
25.933,HMD_Tracking,0.049,1.596,0.005
26.044,HMD_Tracking,0.027,1.595,0.051
26.155,HMD_Tracking,0.007,1.592,0.093
26.266,HMD_Tracking,-0.012,1.591,0.129
26.377,HMD_Tracking,-0.035,1.590,0.157
26.488,HMD_Tracking,-0.069,1.588,0.184
26.598,HMD_Tracking,-0.113,1.595,0.206
26.710,HMD_Tracking,-0.155,1.603,0.219
26.822,HMD_Tracking,-0.199,1.604,0.226
26.932,HMD_Tracking,-0.236,1.597,0.225
27.044,HMD_Tracking,-0.273,1.588,0.222
27.155,HMD_Tracking,-0.306,1.588,0.230
27.267,HMD_Tracking,-0.334,1.592,0.260
27.377,HMD_Tracking,-0.364,1.590,0.308
27.488,HMD_Tracking,-0.392,1.578,0.375
27.599,HMD_Tracking,-0.421,1.556,0.461
27.710,HMD_Tracking,-0.448,1.543,0.559
27.822,HMD_Tracking,-0.475,1.551,0.650
27.932,HMD_Tracking,-0.506,1.564,0.726
28.044,HMD_Tracking,-0.542,1.571,0.790
28.155,HMD_Tracking,-0.592,1.568,0.851
28.266,HMD_Tracking,-0.652,1.552,0.910
28.377,HMD_Tracking,-0.721,1.550,0.968
28.488,HMD_Tracking,-0.776,1.574,1.023
28.599,HMD_Tracking,-0.815,1.590,1.080
28.710,HMD_Tracking,-0.848,1.590,1.135
28.820,HMD_Tracking,-0.880,1.584,1.193
28.931,HMD_Tracking,-0.904,1.580,1.258
29.042,HMD_Tracking,-0.926,1.582,1.332
29.154,HMD_Tracking,-0.950,1.595,1.407
29.265,HMD_Tracking,-0.971,1.603,1.467
29.376,HMD_Tracking,-0.996,1.605,1.514
29.488,HMD_Tracking,-1.028,1.607,1.551
29.599,HMD_Tracking,-1.065,1.604,1.583
29.709,HMD_Tracking,-1.111,1.602,1.612
29.821,HMD_Tracking,-1.164,1.609,1.636
29.932,HMD_Tracking,-1.212,1.619,1.658
30.042,HMD_Tracking,-1.252,1.624,1.686
30.154,HMD_Tracking,-1.294,1.627,1.720
30.266,HMD_Tracking,-1.322,1.622,1.758
