Timestamp,X,Y,Z
4.144,0.471,2.078,1.711
4.246,0.486,2.081,1.715
4.356,0.494,2.082,1.714
4.468,0.503,2.082,1.714
4.579,0.513,2.083,1.716
4.685,0.520,2.082,1.715
4.796,0.531,2.079,1.710
4.907,0.539,2.075,1.704
5.018,0.544,2.074,1.697
5.127,0.545,2.075,1.693
5.238,0.544,2.075,1.690
5.350,0.543,2.074,1.685
5.461,0.541,2.074,1.682
5.573,0.538,2.079,1.681
5.684,0.535,2.081,1.676
5.795,0.531,2.083,1.675
5.906,0.528,2.085,1.675
6.018,0.527,2.087,1.676
6.129,0.527,2.087,1.676
6.240,0.527,2.086,1.675
6.351,0.527,2.086,1.674
6.462,0.528,2.086,1.672
6.573,0.528,2.086,1.669
6.684,0.528,2.086,1.667
6.795,0.528,2.085,1.666
6.907,0.528,2.085,1.666
7.018,0.528,2.086,1.665
7.129,0.528,2.086,1.664
7.240,0.528,2.087,1.664
7.351,0.527,2.088,1.662
7.462,0.527,2.088,1.660
7.573,0.527,2.088,1.658
7.685,0.527,2.088,1.657
7.796,0.527,2.089,1.656
7.907,0.527,2.089,1.656
8.018,0.527,2.089,1.656
8.129,0.000,2.090,0.001
8.232,-0.002,2.090,0.001
8.343,-0.004,2.090,0.003
8.455,-0.007,2.088,0.004
8.566,-0.011,2.082,0.010
8.666,-0.014,2.070,0.016
8.777,-0.017,2.056,0.022
8.889,-0.019,2.049,0.027
9.000,-0.020,2.049,0.029
9.110,-0.018,2.052,0.028
9.222,-0.017,2.059,0.026
9.333,-0.015,2.064,0.023
9.444,-0.014,2.065,0.022
9.555,-0.013,2.060,0.023
9.667,-0.015,2.053,0.025
9.777,-0.016,2.045,0.027
9.889,-0.019,2.039,0.028
10.002,-0.020,2.036,0.028
10.110,-0.021,2.037,0.026
10.229,-0.023,2.040,0.023
10.342,-0.025,2.047,0.020
10.450,-0.028,2.059,0.016
10.560,-0.029,2.073,0.010
10.672,-0.030,2.080,0.003
10.783,-0.034,2.091,-0.004
10.894,-0.037,2.106,-0.013
11.006,-0.035,2.115,-0.022
11.116,-0.032,2.119,-0.026
11.228,-0.030,2.119,-0.027
11.339,-0.028,2.118,-0.027
11.450,-0.027,2.118,-0.026
11.562,-0.025,2.115,-0.024
11.673,-0.023,2.110,-0.021
11.783,-0.026,2.108,-0.018
11.895,-0.028,2.108,-0.013
12.008,-0.027,2.106,-0.011
12.120,-0.026,2.105,-0.010
12.231,-0.026,2.104,-0.008
12.343,-0.026,2.103,-0.008
12.454,-0.027,2.102,-0.008
12.566,-0.028,2.101,-0.009
12.677,-0.029,2.100,-0.010
12.788,-0.030,2.100,-0.010
12.899,-0.030,2.101,-0.010
13.011,-0.029,2.101,-0.012
13.122,-0.028,2.102,-0.013
13.234,-0.027,2.103,-0.014
13.344,-0.026,2.103,-0.015
13.456,-0.026,2.103,-0.016
13.567,-0.025,2.102,-0.016
13.679,-0.025,2.102,-0.015
13.790,-0.024,2.102,-0.015
13.900,-0.022,2.102,-0.016
14.010,-0.021,2.101,-0.016
14.122,-0.021,2.101,-0.015
14.233,-0.020,2.101,-0.015
14.344,-0.019,2.101,-0.016
14.456,-0.018,2.101,-0.015
14.567,-0.019,2.101,-0.015
14.679,-0.021,2.102,-0.015
14.790,-0.023,2.103,-0.015
14.902,-0.026,2.104,-0.015
15.012,-0.026,2.103,-0.015
15.123,-0.027,2.103,-0.016
15.234,-0.027,2.103,-0.016
15.345,-0.027,2.102,-0.016
15.456,-0.026,2.102,-0.017
15.567,-0.026,2.101,-0.017
15.679,-0.026,2.102,-0.017
