Timestamp,X,Y,Z
3.782,0.016,1.715,-0.082
3.894,0.022,1.715,-0.083
3.999,0.023,1.715,-0.085
4.112,0.024,1.714,-0.085
4.224,0.025,1.711,-0.085
4.335,0.024,1.708,-0.081
4.446,0.023,1.699,-0.074
4.557,0.021,1.688,-0.061
4.668,0.018,1.678,-0.047
4.780,0.014,1.671,-0.035
4.891,0.011,1.664,-0.024
5.002,0.008,1.659,-0.012
5.113,0.009,1.653,0.007
5.224,0.019,1.644,0.039
5.335,0.036,1.627,0.089
5.447,0.057,1.593,0.162
5.558,0.084,1.530,0.241
5.669,0.105,1.437,0.313
5.781,0.117,1.323,0.375
5.892,0.123,1.205,0.419
6.003,0.125,1.104,0.442
6.114,0.125,1.034,0.451
6.225,0.121,0.990,0.453
6.336,0.116,0.968,0.454
6.448,0.108,0.957,0.461
6.559,0.104,0.950,0.466
6.670,0.100,0.944,0.470
6.781,0.096,0.935,0.480
6.892,0.096,0.929,0.489
7.004,0.097,0.932,0.498
7.116,0.099,0.936,0.505
7.227,0.101,0.938,0.507
7.338,0.099,0.943,0.505
7.450,0.094,0.950,0.495
7.561,0.085,0.958,0.481
7.672,0.072,0.971,0.460
7.783,0.056,1.008,0.426
7.895,0.039,1.071,0.398
8.006,0.024,1.157,0.379
8.117,0.013,1.255,0.356
8.228,0.004,1.352,0.328
8.339,-0.002,1.443,0.294
8.450,-0.007,1.524,0.251
8.561,-0.011,1.585,0.195
8.673,-0.020,1.624,0.128
8.784,-0.027,1.646,0.061
8.895,-0.032,1.660,0.009
9.005,-0.035,1.673,-0.029
9.117,-0.034,1.686,-0.053
9.228,-0.035,1.691,-0.067
9.339,-0.044,1.697,-0.077
9.450,-0.063,1.704,-0.087
9.561,-0.074,1.710,-0.100
9.672,-0.080,1.710,-0.108
9.784,-0.086,1.708,-0.113
9.895,-0.088,1.705,-0.117
10.006,-0.089,1.703,-0.120
10.117,-0.090,1.702,-0.121
10.228,-0.089,1.700,-0.121
10.340,-0.086,1.700,-0.121
10.450,-0.080,1.701,-0.123
10.562,-0.075,1.703,-0.125
10.673,-0.069,1.703,-0.127
10.785,-0.062,1.702,-0.129
10.896,-0.054,1.701,-0.129
11.007,-0.046,1.702,-0.129
11.117,-0.038,1.703,-0.130
11.229,-0.031,1.707,-0.130
11.340,-0.025,1.708,-0.128
11.451,-0.019,1.708,-0.126
11.563,-0.012,1.708,-0.125
11.674,-0.006,1.707,-0.125
11.785,-0.002,1.708,-0.124
11.897,-0.001,1.708,-0.123
12.008,-0.002,1.708,-0.122
12.119,-0.004,1.708,-0.121
