Timestamp,EventName,X_Pos,Y_Pos,Z_Pos
2026-04-01 10:35:12.135,headset_position,-0.033,1.454,0.078
2026-04-01 10:35:20.009,headset_position,-2.930,1.466,0.578
2026-04-01 10:35:31.579,headset_position,-2.687,1.493,3.068
2026-04-01 10:35:42.232,headset_position,-2.620,1.456,5.817
2026-04-01 10:35:58.634,headset_position,0.640,1.473,5.920
2026-04-01 10:36:04.620,headset_position,0.414,1.441,2.935
2026-04-01 10:36:11.202,headset_position,0.313,1.448,0.365
