Timestamp,X,Y,Z
4.178,-0.972,1.485,0.501
4.279,-0.972,1.487,0.500
4.389,-0.972,1.487,0.500
4.500,-0.974,1.485,0.498
4.612,-0.978,1.478,0.496
4.719,-0.983,1.472,0.496
4.830,-0.990,1.464,0.497
4.941,-0.999,1.455,0.497
5.052,-1.013,1.442,0.495
5.163,-1.032,1.427,0.489
5.274,-1.049,1.414,0.484
5.386,-1.064,1.402,0.485
5.497,-1.082,1.391,0.490
5.608,-1.100,1.382,0.497
5.719,-1.121,1.376,0.507
5.830,-1.151,1.374,0.518
5.942,-1.191,1.367,0.529
6.053,-1.240,1.362,0.547
6.164,-1.278,1.371,0.551
6.274,-1.302,1.374,0.553
6.386,-1.310,1.378,0.556
6.497,-1.311,1.384,0.563
6.608,-1.304,1.392,0.567
6.719,-1.282,1.402,0.568
6.830,-1.246,1.417,0.566
6.941,-1.210,1.429,0.561
7.052,-1.182,1.443,0.548
7.163,-1.165,1.466,0.519
7.274,-1.158,1.482,0.488
7.385,-1.153,1.485,0.452
7.497,-1.153,1.482,0.425
7.608,-1.154,1.479,0.405
7.719,-1.150,1.478,0.391
7.829,-1.147,1.481,0.381
7.940,-1.143,1.487,0.372
8.052,-1.140,1.490,0.366
8.163,-1.139,1.490,0.366
8.274,-1.139,1.490,0.369
8.385,-1.141,1.491,0.376
8.497,-1.142,1.491,0.382
8.608,-1.142,1.490,0.387
8.719,-1.142,1.490,0.391
8.830,0.002,1.489,0.002
8.941,0.004,1.489,0.003
9.052,0.006,1.488,0.004
9.164,0.008,1.487,0.006
9.274,0.009,1.485,0.009
9.385,0.009,1.482,0.012
9.497,0.007,1.478,0.016
9.608,0.006,1.473,0.020
9.719,0.004,1.469,0.026
9.830,0.003,1.466,0.031
9.941,0.001,1.465,0.034
10.052,0.001,1.465,0.036
10.163,0.002,1.467,0.033
10.276,0.004,1.467,0.031
10.386,0.008,1.467,0.029
10.497,0.012,1.468,0.027
10.608,0.017,1.469,0.025
10.720,0.022,1.468,0.024
10.831,0.026,1.468,0.024
10.941,0.029,1.468,0.023
11.053,0.032,1.468,0.022
11.164,0.034,1.468,0.020
11.275,0.036,1.466,0.017
11.386,0.040,1.464,0.016
11.497,0.041,1.467,0.015
11.609,0.043,1.466,0.014
11.719,0.045,1.467,0.013
11.830,0.050,1.472,0.014
11.942,0.050,1.476,0.015
12.053,0.044,1.474,0.016
12.164,0.043,1.472,0.016
12.275,0.045,1.472,0.019
12.386,0.045,1.471,0.021
12.497,0.046,1.469,0.021
12.608,0.052,1.472,0.027
12.719,0.062,1.477,0.033
12.830,0.084,1.486,0.050
12.942,0.101,1.506,0.082
13.051,0.111,1.510,0.119
13.162,0.115,1.496,0.152
13.273,0.107,1.488,0.177
13.385,0.097,1.478,0.193
13.496,0.093,1.468,0.197
13.607,0.093,1.466,0.193
13.718,0.100,1.468,0.189
13.830,0.106,1.473,0.186
13.941,0.107,1.483,0.182
14.052,0.103,1.494,0.175
14.163,0.092,1.510,0.155
14.274,0.072,1.518,0.123
14.385,0.054,1.511,0.095
14.497,0.043,1.502,0.078
14.607,0.000,1.503,-0.005
14.718,0.001,1.507,-0.008
14.829,0.004,1.510,-0.014
14.940,0.008,1.508,-0.023
15.051,0.007,1.503,-0.027
15.162,0.006,1.502,-0.029
15.274,0.006,1.503,-0.030
15.384,-0.001,1.220,-0.002
15.496,-0.001,1.218,-0.004
15.606,-0.002,1.219,-0.005
15.718,-0.002,1.218,-0.006
15.829,-0.001,1.217,-0.007
15.940,-0.002,1.216,-0.008
16.051,-0.003,1.214,-0.009
16.162,-0.004,1.212,-0.010
16.273,-0.006,1.211,-0.010
16.385,-0.006,1.213,-0.012
16.496,-0.007,1.214,-0.013
16.607,-0.008,1.214,-0.012
16.718,-0.009,1.214,-0.011
16.830,0.000,1.456,0.001
16.939,0.000,1.456,0.001
17.051,0.000,1.457,0.002
17.163,0.001,1.457,0.002
17.273,0.000,1.456,0.003
17.384,0.000,1.455,0.004
17.496,-0.001,1.455,0.004
17.606,-0.002,1.455,0.004
17.718,-0.003,1.455,0.003
17.829,-0.004,1.454,0.002
17.940,-0.005,1.454,0.002
18.051,-0.007,1.454,0.002
18.163,-0.009,1.454,0.001
18.274,-0.010,1.453,0.000
18.385,-0.011,1.453,-0.001
18.497,-0.012,1.453,-0.003
18.607,-0.013,1.453,-0.005
18.718,-0.014,1.453,-0.007
18.830,-0.015,1.453,-0.008
18.940,-0.015,1.453,-0.009
19.052,-0.016,1.453,-0.011
19.163,-0.015,1.454,-0.012
19.275,-0.016,1.452,-0.011
19.385,-0.013,1.455,-0.006
19.497,-0.007,1.472,0.017
19.607,-0.011,1.483,0.056
19.717,-0.011,1.446,0.088
19.829,-0.015,1.377,0.103
