Timestamp,X,Y,Z
3.161,0.028,1.519,-0.045
3.271,0.026,1.518,-0.046
3.382,0.026,1.518,-0.046
3.493,0.026,1.518,-0.046
3.604,0.026,1.514,-0.042
3.712,0.026,1.504,-0.035
3.823,0.025,1.488,-0.025
3.934,0.020,1.471,-0.019
4.045,0.016,1.458,-0.021
4.156,0.012,1.451,-0.027
4.267,0.011,1.447,-0.034
4.379,0.007,1.444,-0.037
4.489,0.005,1.440,-0.036
4.598,0.005,1.438,-0.035
4.712,0.005,1.436,-0.032
4.822,0.004,1.432,-0.028
4.933,0.005,1.431,-0.020
5.045,0.008,1.437,-0.010
5.156,0.010,1.450,-0.002
5.268,0.035,1.450,0.017
5.379,0.084,1.442,0.055
5.490,0.152,1.443,0.111
5.601,0.198,1.436,0.180
5.712,0.215,1.406,0.280
5.824,0.207,1.386,0.413
5.935,0.202,1.413,0.548
6.046,0.201,1.444,0.658
6.157,0.204,1.443,0.755
6.269,0.223,1.419,0.846
6.380,0.257,1.384,0.909
6.491,0.279,1.382,0.961
6.602,0.287,1.416,0.995
6.713,0.292,1.423,1.010
6.824,0.293,1.421,1.016
6.936,0.280,1.426,1.018
7.046,0.254,1.428,1.016
7.158,0.221,1.431,1.008
7.269,0.185,1.435,0.999
7.380,0.150,1.433,0.990
7.491,0.120,1.427,0.990
7.602,0.095,1.423,0.990
7.713,0.078,1.422,0.992
7.824,0.071,1.416,0.995
7.936,0.070,1.414,0.999
8.046,0.075,1.414,1.002
8.157,0.090,1.415,1.004
8.269,0.124,1.421,1.000
8.380,0.157,1.426,0.999
8.491,0.178,1.427,1.004
8.602,0.192,1.426,1.015
8.713,0.200,1.423,1.021
8.824,0.203,1.424,1.023
8.936,0.208,1.421,1.021
9.047,0.210,1.424,1.015
9.158,0.207,1.427,1.008
9.269,0.199,1.428,1.004
9.379,0.192,1.430,1.002
9.491,0.184,1.433,1.001
9.602,0.177,1.434,1.001
9.713,0.175,1.436,0.998
9.824,0.176,1.437,0.994
9.936,0.176,1.438,0.993
10.046,0.181,1.435,0.993
10.157,0.184,1.435,0.991
10.269,0.186,1.436,0.994
10.380,0.186,1.433,1.000
10.491,0.183,1.432,1.004
10.602,0.180,1.428,1.005
10.713,0.170,1.421,1.006
10.824,0.157,1.416,1.014
10.935,0.146,1.411,1.023
11.046,0.126,1.412,1.029
11.157,0.103,1.413,1.030
11.269,0.087,1.417,1.028
11.379,0.073,1.431,1.019
11.491,0.067,1.439,1.014
11.602,0.069,1.449,1.008
11.713,0.082,1.460,1.010
11.823,0.117,1.475,1.026
11.935,0.154,1.484,1.046
12.046,0.178,1.478,1.074
12.156,0.191,1.479,1.119
12.268,0.184,1.480,1.173
12.379,0.161,1.476,1.239
12.489,0.124,1.467,1.313
12.601,0.077,1.483,1.395
12.711,0.038,1.513,1.476
12.823,0.001,1.530,1.565
12.934,-0.036,1.513,1.667
13.045,-0.067,1.480,1.783
13.156,-0.093,1.475,1.906
13.267,-0.134,1.502,2.012
13.378,-0.193,1.517,2.100
13.489,-0.261,1.504,2.183
13.600,-0.340,1.480,2.261
13.713,-0.432,1.481,2.332
13.824,-0.528,1.495,2.392
13.935,-0.626,1.504,2.439
14.046,-0.729,1.496,2.477
14.157,-0.838,1.470,2.511
14.267,-0.953,1.469,2.544
14.378,-1.058,1.492,2.557
14.490,-1.156,1.504,2.558
14.601,-1.244,1.489,2.553
14.712,-1.318,1.471,2.540
14.824,-1.385,1.472,2.528
14.935,-1.446,1.488,2.529
15.046,-1.499,1.490,2.534
15.157,-1.545,1.485,2.551
15.269,-1.587,1.488,2.572
15.379,-1.621,1.484,2.592
15.491,-1.636,1.482,2.611
15.602,-1.635,1.486,2.634
15.713,-1.626,1.490,2.661
15.824,-1.609,1.493,2.692
15.936,-1.583,1.495,2.721
16.047,-1.550,1.496,2.751
16.158,-1.513,1.495,2.782
16.270,-1.478,1.494,2.810
16.380,-1.449,1.495,2.832
16.491,-1.432,1.499,2.851
16.603,-1.423,1.500,2.871
16.713,-1.423,1.505,2.886
16.825,-1.425,1.507,2.895
16.936,-1.426,1.506,2.901
17.047,-1.427,1.505,2.904
17.158,-1.423,1.506,2.904
17.269,-1.419,1.506,2.904
17.380,-1.418,1.508,2.903
17.491,-1.422,1.512,2.902
17.603,-1.425,1.517,2.901
17.714,-1.424,1.522,2.900
17.825,-1.421,1.524,2.899
17.936,-1.418,1.527,2.899
18.047,-1.416,1.528,2.899
18.158,-1.415,1.529,2.898
18.270,-1.414,1.532,2.898
18.380,-1.412,1.534,2.895
18.491,-1.412,1.535,2.888
18.603,-1.413,1.536,2.878
18.713,-1.415,1.540,2.868
18.825,-1.416,1.546,2.859
18.936,-1.414,1.545,2.855
19.047,-1.416,1.543,2.853
19.158,-1.418,1.554,2.851
19.269,-1.418,1.566,2.847
19.379,-1.415,1.564,2.843
19.490,-1.402,1.559,2.845
19.602,-1.382,1.559,2.853
19.710,-1.357,1.556,2.870
19.823,-1.333,1.549,2.887
19.936,-1.308,1.543,2.896
20.047,-1.272,1.538,2.903
20.158,-1.232,1.530,2.902
20.269,-1.193,1.521,2.901
20.380,-1.157,1.517,2.896
20.491,-1.122,1.509,2.874
20.602,-1.088,1.497,2.831
20.714,-1.060,1.480,2.766
20.825,-1.036,1.469,2.691
20.936,-1.000,1.473,2.624
21.045,-0.954,1.477,2.570
21.156,-0.905,1.477,2.522
21.267,-0.851,1.466,2.474
21.379,-0.788,1.450,2.430
21.490,-0.718,1.448,2.387
21.602,-0.650,1.467,2.341
21.712,-0.595,1.476,2.288
21.824,-0.552,1.475,2.230
21.935,-0.520,1.466,2.165
22.046,-0.501,1.449,2.093
22.157,-0.489,1.447,2.018
22.269,-0.474,1.455,1.950
22.380,-0.451,1.463,1.891
22.491,-0.424,1.465,1.836
22.602,-0.393,1.459,1.787
22.713,-0.358,1.454,1.745
22.822,-0.318,1.462,1.708
22.934,-0.281,1.474,1.676
23.047,-0.253,1.476,1.647
23.157,-0.237,1.480,1.624
23.265,-0.229,1.480,1.607
23.373,-0.226,1.484,1.592
23.485,-0.227,1.483,1.581
23.610,-0.229,1.483,1.576
23.714,-0.238,1.491,1.564
23.823,-0.246,1.492,1.557
23.937,-0.252,1.491,1.550
24.046,-0.257,1.494,1.546
24.156,-0.262,1.494,1.543
24.266,-0.268,1.493,1.540
24.381,-0.272,1.496,1.540
24.488,-0.275,1.498,1.541
24.599,-0.278,1.502,1.543
24.710,-0.281,1.504,1.545
24.822,-0.283,1.505,1.545
24.934,-0.285,1.504,1.545
25.044,-0.287,1.502,1.544
25.155,-0.289,1.502,1.546
25.268,-0.289,1.502,1.546
25.378,-0.288,1.501,1.546
25.489,-0.288,1.501,1.545
25.593,-0.287,1.501,1.545
